scene,speaker,text,label
Ses03M_impro05b,Ses03M_impro05b_F,Okay. Let's look up here,neu
Ses03M_impro05b,Ses03M_impro05b_M,You know and they've looked it up before and it's not there.,fru
Ses03M_impro05b,Ses03M_impro05b_F,Okay. Well you um-...,neu
Ses03M_impro05b,Ses03M_impro05b_M,Now what are you going to do for me different? Hmm?,fru
Ses03M_impro05b,Ses03M_impro05b_F,"What I can do for you is uh we can uh report lost, lost property.",neu
Ses03M_impro05b,Ses03M_impro05b_M,You can report lost property?,fru
Ses03M_impro05b,Ses03M_impro05b_F,Yes.,neu
Ses03M_impro05b,Ses03M_impro05b_M,"Okay. I'm leaving LA tomorrow for San Diego, driving there. So, I'm going to leave without all my lost property? That's what you want me to do? um",fru
Ses03M_impro05b,Ses03M_impro05b_F,"Well sir, if if...what I believe has happened is most of the flight was left--",neu
Ses03M_impro05b,Ses03M_impro05b_F,the luggage was left in Baltimore. Therefore--,neu
Ses03M_impro05b,Ses03M_impro05b_M,Most of the...,ang
Ses03M_impro05b,Ses03M_impro05b_F,"Like the luggage, the luggage on the flight.",neu
Ses03M_impro05b,Ses03M_impro05b_M,Wow. This is an incompetent airline isn't it? Are you--?,
Ses03M_impro05b,Ses03M_impro05b_F,No actually it was...this is the first time this has ever happened. I don't know what happened--,neu
Ses03M_impro05b,Ses03M_impro05b_M,"Are you going to refund us for our luggage, refund us for our tickets for this?",fru
Ses03M_impro05b,Ses03M_impro05b_F,We- I mean-,
Ses03M_impro05b,Ses03M_impro05b_F,"Well, we can give you um- hotel lodging for a night if that--",neu
Ses03M_impro05b,Ses03M_impro05b_M,I'm going to San Diego tomorrow to stay with my family. What do I need hotel lodging for hmmm? Can you tell me that?,ang
Ses03M_impro05b,Ses03M_impro05b_F,For tonight- For tonight sir. Would you need to stay somewhere tonight?,neu
Ses03M_impro05b,Ses03M_impro05b_M,Tonight no. I'm driving tomorrow. Tonight I'm staying with a friend alright? I don't need hotel reservations...where? What hotel?,
Ses03M_impro05b,Ses03M_impro05b_F,We can do Holiday Inn or...?,neu
Ses03M_impro05b,Ses03M_impro05b_M,Wow. Thank you. Holiday Inn. Wow. Thank...the flight cost five hundred dollars.,ang
Ses03M_impro05b,Ses03M_impro05b_F,Sir I understand that but just--,neu
Ses03M_impro05b,Ses03M_impro05b_M,"Okay, so you can put me in Holiday Inn for twenty dollar a night?",ang
Ses03M_impro05b,Ses03M_impro05b_F,Did you have your name tags on the luggage?,neu
Ses03M_impro05b,Ses03M_impro05b_M,Of course I had my name tags on the luggage.,ang
Ses03M_impro05b,Ses03M_impro05b_F,"Okay. So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information.",neu
Ses03M_impro05b,Ses03M_impro05b_M,Soon as you...that's not good enough okay?,ang
Ses03M_impro05b,Ses03M_impro05b_F,"Sir, please calm down.",fru
Ses03M_impro05b,Ses03M_impro05b_M,I need you to help me out here. Can you get on the phone and get the luggage over on the fastest flight you can and then maybe I won't get you fired.,fru
Ses03M_impro05b,Ses03M_impro05b_M,"If not, I'm going to get your name, I'm going to talk to your boss, whoever...I'm never going to fly...my business is never going to fly Delta again.",fru
Ses03M_impro05b,Ses03M_impro05b_F,Okay.,
Ses03M_impro05b,Ses03M_impro05b_F,What is your business?,neu
Ses03M_impro05b,Ses03M_impro05b_M,I work for IBM.,neu
Ses03M_impro05b,Ses03M_impro05b_F,"Okay. Sir? I am sorry to tell you this but this does happen. Uh- This is not uh- really,",neu
Ses03M_impro05b,Ses03M_impro05b_F,"I mean, our airline's fault. I don't know what happened, misplaced, something happened but we will get you--",neu
Ses03M_impro05b,Ses03M_impro05b_M,"You misplace a lot of, eight pieces of luggage.",ang
Ses03M_impro05b,Ses03M_impro05b_F,"Well, the entire flight, sir, the luggage was placed on another plane that never actually left Baltimore.",neu
Ses03M_impro05b,Ses03M_impro05b_F,Uh no I'm not.,neu
Ses03M_impro05b,Ses03M_impro05b_M,Are you kidding me?,ang
Ses03M_impro05b,Ses03M_impro05b_M,Who are you going to fire because of that?,ang
Ses03M_impro05b,Ses03M_impro05b_F,"Well we have some people back there that need some firing so, but I would just really appreciate--",neu
Ses03M_impro05b,Ses03M_impro05b_M,"Wow. This has never happened before. I've not lost,",ang
Ses03M_impro05b,Ses03M_impro05b_M,in all thousand flights I've been on probably I can't even count how many flights I've been on. This has never happened before.,ang
Ses03M_impro05b,Ses03M_impro05b_M,This is the worst customer service I've ever gotten before.,ang
Ses03M_impro05b,Ses03M_impro05b_F,Yeah.,
Ses03M_impro05b,Ses03M_impro05b_F,Okay sir. I'm sorry you can--um-,fru
Ses03M_impro05b,Ses03M_impro05b_M,Okay. Get on the phone and figure out where my luggage is and tell me when it's going to get there alright?,ang
Ses03M_impro05b,Ses03M_impro05b_F,We already have been confirmed that it will be arriving in--uh--in about two days.,fru
Ses03M_impro05b,Ses03M_impro05b_M,"And and, in about...",ang
Ses03M_impro05b,Ses03M_impro05b_M,Two days I'll be in San Diego and how's it going to get to me in San Diego? You going to make sure it gets to the San Diego airport?,fru
Ses03M_impro05b,Ses03M_impro05b_F,"Uh, we can't--",fru
Ses03M_impro05b,Ses03M_impro05b_M,Can you get it to the San Diego airport? You get someone to drive it to my place alright? Then I get a refund for some...I get a free flight alright? I get free whatever.,ang
Ses03M_impro05b,Ses03M_impro05b_F,"Yes sir, Yes.",neu
Ses03M_impro05b,Ses03M_impro05b_F,We can have them direct your luggage to San Diego.,neu
Ses03M_impro05b,Ses03M_impro05b_M,Okay. And you're going to give me what for my inconvenience?,fru
Ses03M_impro05b,Ses03M_impro05b_F,Uh--,neu
Ses03M_impro05b,Ses03M_impro05b_F,Some refreshments in the lobby?,neu
Ses03M_impro05b,Ses03M_impro05b_M,Some peanuts? Wow. That helps a lot.,ang
Ses03M_impro05b,Ses03M_impro05b_M,"Thanks you, thank you I don't have my luggage so you gave me a Holiday Inn stay and peanuts. Wow. You know what?",ang
Ses03M_impro05b,Ses03M_impro05b_F,eh- we actually--,fru
Ses03M_impro05b,Ses03M_impro05b_M,I will never do business with Delta again.,ang
Ses03M_impro06,Ses03M_impro06_F,How's it going? How are you feeling?,sad
Ses03M_impro06,Ses03M_impro06_M,I ah--,sad
Ses03M_impro06,Ses03M_impro06_M,alright.,sad
Ses03M_impro06,Ses03M_impro06_F,Hanging in there?,sad
Ses03M_impro06,Ses03M_impro06_M,Yeah.,sad
Ses03M_impro06,Ses03M_impro06_F,So sad.,sad
Ses03M_impro06,Ses03M_impro06_M,It just feels like I was talking to him yesterday.,sad
Ses03M_impro06,Ses03M_impro06_F,Yeah.,sad
Ses03M_impro06,Ses03M_impro06_F,You guys were real close huh?,sad
Ses03M_impro06,Ses03M_impro06_M,He was my only friend growing up.,sad
Ses03M_impro06,Ses03M_impro06_M,no one else would talk to me but he would.,sad
Ses03M_impro06,Ses03M_impro06_M,He was supposed to be the best man at my wedding.,sad
Ses03M_impro06,Ses03M_impro06_F,I'm so sorry.,sad
Ses03M_impro06,Ses03M_impro06_M,Yeah.,sad
Ses03M_impro06,Ses03M_impro06_M,You know I was always the one to tell him to be more wild you know?,sad
Ses03M_impro06,Ses03M_impro06_F,Yeah.,
Ses03M_impro06,Ses03M_impro06_M,And he just took it overboard.,sad
Ses03M_impro06,Ses03M_impro06_F,What happened? What went wrong?,sad
Ses03M_impro06,Ses03M_impro06_M,You know a stupid case of drunk driving it's just...,sad
Ses03M_impro06,Ses03M_impro06_M,"and the worst part of it is that he was in the car with his girlfriend,",sad
Ses03M_impro06,Ses03M_impro06_M,his girlfriend got killed too.,sad
Ses03M_impro06,Ses03M_impro06_F,Oh man.,sad
Ses03M_impro06,Ses03M_impro06_M,And the car that he hit was his family.,sad
Ses03M_impro06,Ses03M_impro06_F,How are they?,sad
Ses03M_impro06,Ses03M_impro06_M,The mother and father died--,sad
Ses03M_impro06,Ses03M_impro06_M,and the kids are paralyzed in a coma right now.,sad
Ses03M_impro06,Ses03M_impro06_M,and just going to the funeral it's-,sad
Ses03M_impro06,Ses03M_impro06_M,"-do I miss him or do I hate him, you know?",sad
Ses03M_impro06,Ses03M_impro06_F,Yeah. Like I mean if you need anyone to talk to or anything I'm here for you okay?,sad
Ses03M_impro06,Ses03M_impro06_M,Thanks.,
Ses03M_impro06,Ses03M_impro06_F,We're all here for you.,sad
Ses03M_impro06,Ses03M_impro06_M,I was supposed to see him last summer,sad
Ses03M_impro06,Ses03M_impro06_M,then I got busy with work and stuff and three years go by,sad
Ses03M_impro06,Ses03M_impro06_M,and then something like this happens you know?,sad
Ses03M_impro06,Ses03M_impro06_M,I mean I haven't even talked to him on the phone for the past three months.,sad
Ses03M_impro06,Ses03M_impro06_M,He's supposed to be my best friend.,sad
Ses03M_impro06,Ses03M_impro06_F,I know.,sad
Ses03M_impro06,Ses03M_impro06_F,just things happen in life and you just...there's just no explanation you know? We just don't...,sad
Ses03M_impro06,Ses03M_impro06_M,It's so fucked up.,sad
Ses03M_impro06,Ses03M_impro06_F,Yeah.,sad
Ses03M_impro06,Ses03M_impro06_F,I'm so sorry.,sad
Ses03M_impro06,Ses03M_impro06_M,Why is that?,sad
Ses03M_impro06,Ses03M_impro06_M,He was studying to be a doctor.,sad
Ses03M_impro06,Ses03M_impro06_M,"I mean he was...he wanted to help people in poor countries, that is his goal. He didn't care about the money. He just wanted to go and help people.",sad
Ses03M_impro06,Ses03M_impro06_M,What the...what am I doing?,sad
Ses03M_impro06,Ses03M_impro06_M,Working for corporate America? Wow.,sad
Ses03M_impro06,Ses03M_impro06_M,He actually wanted to do something.,sad
Ses03M_impro06,Ses03M_impro06_F,"Well now you can follow his footsteps, you know? Carry out what he wanted to do.",sad
Ses03M_impro06,Ses03M_impro06_M,I can't do that.,sad
Ses03M_impro06,Ses03M_impro06_F,Well sure you could.,sad
Ses03M_impro06,Ses03M_impro06_M,You should've met him.,sad
Ses03M_impro06,Ses03M_impro06_M,He is the greatest...everyone liked him.,sad
Ses03M_impro06,Ses03M_impro06_F,Yeah.,sad
Ses03M_impro06,Ses03M_impro06_F,I would've loved to.,sad
Ses03M_impro06,Ses03M_impro06_F,Now I can't.,sad
Ses03M_impro07,Ses03M_impro07_M,Hey.,
Ses03M_impro07,Ses03M_impro07_F,Hey. How's it going? I haven't seen you in awhile.,hap
Ses03M_impro07,Ses03M_impro07_M,Pretty good Susanna.,
Ses03M_impro07,Ses03M_impro07_F,What's going on Joe?,hap
Ses03M_impro07,Ses03M_impro07_M,Guess who got into U.S.C.?,exc
Ses03M_impro07,Ses03M_impro07_F,Um--,
Ses03M_impro07,Ses03M_impro07_M,"Me. Yeah, I did.",exc
Ses03M_impro07,Ses03M_impro07_F,No way. Are you serious? Oh my God. Congratulations. I'm so excited.,
Ses03M_impro07,Ses03M_impro07_M,Yeah.,exc
Ses03M_impro07,Ses03M_impro07_M,I got into the...,exc
Ses03M_impro07,Ses03M_impro07_M,I got into cinema production.,exc
Ses03M_impro07,Ses03M_impro07_F,No. You didn't get into production. There's no way.,
Ses03M_impro07,Ses03M_impro07_M,Yeah.,exc
Ses03M_impro07,Ses03M_impro07_M,No. It's like it's harder than getting into Harvard.,exc
Ses03M_impro07,Ses03M_impro07_F,I know. Oh my God. Oh my God Joe I am so happy for you. Well you know what that means?,
Ses03M_impro07,Ses03M_impro07_M,What does that mean?,neu
Ses03M_impro07,Ses03M_impro07_F,You're going to be here and I'm going to be in LA so we can be together now. I mean we can be in the same city.,exc
Ses03M_impro07,Ses03M_impro07_M,Holy shit...,exc
Ses03M_impro07,Ses03M_impro07_F,We can party. We can have fun.,exc
Ses03M_impro07,Ses03M_impro07_M,This will be like high school but even better.,exc
Ses03M_impro07,Ses03M_impro07_F,Yeah. Hopefully it won't be like high school.,hap
Ses03M_impro07,Ses03M_impro07_F,"Oh man I am so proud of you, that is...how did you get...I mean what did you do? How did you find out or what...?",exc
Ses03M_impro07,Ses03M_impro07_M,I-I came home and my mom was like Joe uh-,
Ses03M_impro07,Ses03M_impro07_M,"I have some bad news. I was like what? She's like not really you got into U.S.C. and I was like, I was like oh my God. I was about to tear my own hair out.",exc
Ses03M_impro07,Ses03M_impro07_F,Oh man.,hap
Ses03M_impro07,Ses03M_impro07_M,Yeah. This is so crazy. I mean I didn't get into any other school but I got into the school I wanted.,hap
Ses03M_impro07,Ses03M_impro07_F,Did you say yes yet? I mean have you sent in your answer?,hap
Ses03M_impro07,Ses03M_impro07_M,Oh my God the first minute I got it I sent it back in.,exc
Ses03M_impro07,Ses03M_impro07_F,All right.,hap
Ses03M_impro07,Ses03M_impro07_M,So...,exc
Ses03M_impro07,Ses03M_impro07_F,"This is so great, you know, because I gone fit on downtown so I'm going to be like right here. I think I'm going to be living at City Lights downtown.",hap
Ses03M_impro07,Ses03M_impro07_M,This is so exciting. This is like a new chapter in our lives.,exc
Ses03M_impro07,Ses03M_impro07_F,"Yeah, it really is.",hap
Ses03M_impro07,Ses03M_impro07_M,"We're doing what we want to do, then four years later we're going to be working professionals, making money, sipping martinis every day.",exc
Ses03M_impro07,Ses03M_impro07_F,God hopefully.,
Ses03M_impro07,Ses03M_impro07_F,Man I'm just so happy for you. I just--,exc
Ses03M_impro07,Ses03M_impro07_M,Thank you,exc
Ses03M_impro07,Ses03M_impro07_F,"Well, I'm happy for you but I'm happy for me cause that means you're going to stay.",hap
Ses03M_impro07,Ses03M_impro07_M,And tonight my parents want to take me out to sushi and they said I could bring you.,exc
Ses03M_impro07,Ses03M_impro07_F,Oh great. I would love to go.,exc
Ses03M_impro07,Ses03M_impro07_M,Yeah.,
Ses03M_impro07,Ses03M_impro07_M,Yeah and they said get whatever you want and...,exc
Ses03M_impro07,Ses03M_impro07_F,Mmmm some miso soup.,hap
Ses03M_impro07,Ses03M_impro07_M,Some miso soup. You can get whatever. You can get a vat full of miso soup. God.,exc
Ses03M_impro07,Ses03M_impro07_F,Ah man.,
Ses03M_impro07,Ses03M_impro07_M,This is going to be so great. I have so many great ideas.,exc
Ses03M_impro07,Ses03M_impro07_F,Yeah. Did you...I mean do send in like how long after you send in your application did you hear?,
Ses03M_impro07,Ses03M_impro07_M,to start off.,
Ses03M_impro07,Ses03M_impro07_M,"It took them, oh man, it took them like, I mean what it's like April now and any letters that come in April are usually the rejection letters so I was just like...",hap
Ses03M_impro07,Ses03M_impro07_F,You were like...,
Ses03M_impro07,Ses03M_impro07_M,I was struck.,
Ses03M_impro07,Ses03M_impro07_F,Oh my God. I am so proud of you.,neu
Ses03M_impro08a,Ses03M_impro08a_M,Hello. This is Viacom Services. How can I help you?,neu
Ses03M_impro08a,Ses03M_impro08a_F,"Hello? God finally somebody, look, this is ridiculous. I've been waiting online for like a half an hour now.",fru
Ses03M_impro08a,Ses03M_impro08a_M,"I'm sorry ma'am, what can I help you with?",neu
Ses03M_impro08a,Ses03M_impro08a_F,"Look my, my phone isn't working. I don't understand what's going on. I am trying to call out. I'm not receiving any calls",fru
Ses03M_impro08a,Ses03M_impro08a_F,"and I need assistance with my...not only is my work phone, it's my home phone and look,",fru
Ses03M_impro08a,Ses03M_impro08a_F,this is my business. This is how I make money is through my phone. It needs to be working. Can you please help me?,fru
Ses03M_impro08a,Ses03M_impro08a_M,Okay. Can you give me the last four digits of your social security number so I can verify who I'm speaking with?,neu
Ses03M_impro08a,Ses03M_impro08a_F,two two six six.,neu
Ses03M_impro08a,Ses03M_impro08a_M,Okay. And your name is?,neu
Ses03M_impro08a,Ses03M_impro08a_F,Olivia.,fru
Ses03M_impro08a,Ses03M_impro08a_M,Olivia. Um. Okay. So how long has this problem been?,neu
Ses03M_impro08a,Ses03M_impro08a_F,"This has been going on for the past two weeks. I called every single day. Nobody is helping me. You guys tell me the same thing over and over, call again, call again, call again--",fru
Ses03M_impro08a,Ses03M_impro08a_M,So what exactly is the problem?,neu
Ses03M_impro08a,Ses03M_impro08a_F,"I don't, I don't know what the problem is. That's what I want you guys to...why is my service not turned on? And I paid my bills on time. I don't understand.",fru
Ses03M_impro08a,Ses03M_impro08a_M,Um- I think part of it has to do with the network being down. It's been having some trouble the last few weeks--,neu
Ses03M_impro08a,Ses03M_impro08a_F,"Okay. Well that is, that is fine and all. I don't care. I really don't care because I want my phone to work that's all.",fru
Ses03M_impro08a,Ses03M_impro08a_F,"That is I am paying you guys for service and I'm not getting any service. I get, I get just dropped calls all the time and now it's completely not working at all. I can't even call out, nine one one probably wouldn't even work.",fru
Ses03M_impro08a,Ses03M_impro08a_M,I understand--we're not-,neu
Ses03M_impro08a,Ses03M_impro08a_M,No. Okay. We're not charging you for any of these months. We're going to give you three months free.,neu
Ses03M_impro08a,Ses03M_impro08a_F,Well you better. You better give me a whole freaking new phone that's what you better do.,fru
Ses03M_impro08a,Ses03M_impro08a_M,We can give you a new phone--,neu
Ses03M_impro08a,Ses03M_impro08a_F,I want a camera phone actually.,fru
Ses03M_impro08a,Ses03M_impro08a_M,We can do that. We can do that. You just have to sign a one-year contract though with the--,neu
Ses03M_impro08a,Ses03M_impro08a_F,"No, no, no... I'm done with these contract business because this is what can happen.",fru
Ses03M_impro08a,Ses03M_impro08a_F,"You sign the contract and then down the line the phone doesn't work and you're stuck, you can't go to a new...no. No contracts for me. You give me a new phone.",ang
Ses03M_impro08a,Ses03M_impro08a_M,"Besides, it's sort of out of hands at the moment----The whole electrical power outage.",fru
Ses03M_impro08a,Ses03M_impro08a_F,I want to talk to a supervisor,ang
Ses03M_impro08a,Ses03M_impro08a_F,I would like to talk to your supervisor. Obviously you're incompetent and don't understand what I'm asking.,ang
Ses03M_impro08a,Ses03M_impro08a_M,"Um- Let me connect you to my supervisor. Actually, he's out right now so I'm supervisor until he comes back. Um-",neu
Ses03M_impro08a,Ses03M_impro08a_F,What?,fru
Ses03M_impro08a,Ses03M_impro08a_M,"So you could----speak with me some more, you could call back later on maybe.",neu
Ses03M_impro08a,Ses03M_impro08a_F,That's ridiculous. You know?,fru
Ses03M_impro08a,Ses03M_impro08a_F,"No I don't want to call back, you put me on hold for like hours and hours----and it's money, money, money, money and out of my pocket, out of my pocket--",fru
Ses03M_impro08a,Ses03M_impro08a_M,I didn't put you on hold.,fru
Ses03M_impro08a,Ses03M_impro08a_M,There are a lot of people calling us having problems. Every phone company is having the same problems ma'am,fru
Ses03M_impro08a,Ses03M_impro08a_F,Every phone...every single phone company?,fru
Ses03M_impro08a,Ses03M_impro08a_M,"Mmm hmmm. Mmm hmmm. The power outages, everything, hurricane Katrina. Everything's really messed up.",neu
Ses03M_impro08a,Ses03M_impro08a_F,This is ridiculous.Well what are we supposed to do? We starve then because I can't use my phone cause,ang
Ses03M_impro08a,Ses03M_impro08a_F,"I am a realtor and this is my business. People are calling me all the time but you know, and I don't have a land line. I can't afford to have a land line",ang
Ses03M_impro08a,Ses03M_impro08a_M,don't you-,neu
Ses03M_impro08a,Ses03M_impro08a_M,I'm really sorry ma'am. There's not----a lot we can do for it.,neu
Ses03M_impro08a,Ses03M_impro08a_F,That you better be sorry.,ang
Ses03M_impro08a,Ses03M_impro08a_F,Well you're not helping me at all. God this is so frustrating.,fru
Ses03M_impro08a,Ses03M_impro08a_M,"What I can do for you, if you want to make a call right now I could contact you through our computer. I can call through my phone and you can speak through me.",neu
Ses03M_impro08a,Ses03M_impro08a_F,What? No. That's way too complicated. Look--,fru
Ses03M_impro08a,Ses03M_impro08a_F,you need to fix my phone. I don't care what you have to do--,fru
Ses03M_impro08a,Ses03M_impro08a_M,I'm sorry it has to do with an electrical power outage and stuff--,neu
Ses03M_impro08a,Ses03M_impro08a_F,"Well then go up the freaking pole and fix it like, you need to help me. You don't understand I'm in dire, dire need of a phone right now.",
Ses03M_impro08a,Ses03M_impro08a_M,"Well, okay I'm going to give you a free phone card that you can use at any payphone and that's on us. Okay?",neu
Ses03M_impro08a,Ses03M_impro08a_F,"Yeah yeah, woman going out in South Central on the payphone at night. Oh that's real safe.",fru
Ses03M_impro08a,Ses03M_impro08a_M,"I'm, I'm sorry you chose to live there um--",neu
Ses03M_impro08a,Ses03M_impro08a_F,"No, no, no. I didn't choose to live here. I work there. Okay? Yeah. work work work",fru
Ses03M_impro08a,Ses03M_impro08a_M,okay.,
Ses03M_impro08a,Ses03M_impro08a_M,Well I'm sure maybe there's a phone at work you could use.,neu
Ses03M_impro08a,Ses03M_impro08a_F,"We can't call out. We can't make out-- line. I don't work, I work at another office.",fru
Ses03M_impro08a,Ses03M_impro08a_F,A law firm. Thank you very much.,fru
Ses03M_impro08a,Ses03M_impro08a_M,All right um--,neu
Ses03M_impro08a,Ses03M_impro08a_F,"I work out of my home as a realtor and because I don't have a land line, I need a phone and because of now I don't have one I don't know what to do. And you're not helping me at all.",fru
Ses03M_impro08a,Ses03M_impro08a_F,"In fact, give me your name sir, what's your name again?",fru
Ses03M_impro08a,Ses03M_impro08a_M,My name is Sara.,neu
Ses03M_impro08a,Ses03M_impro08a_F,Okay. Sara what?,fru
Ses03M_impro08a,Ses03M_impro08a_M,Sara Brown.,neu
Ses03M_impro08a,Ses03M_impro08a_F,"Sara Brown. Sara Brown, um- yeah, I'm going to get off the phone with you. And then I'm going to call back and I'm going to give your supervisor your name because you're obviously incompetent to work here.",fru
Ses03M_impro08a,Ses03M_impro08a_M,Okay.,
Ses03M_impro08a,Ses03M_impro08a_M,"You know maam, we record this conversation so anything you say can be proven in a law of court so keep that in mind.",neu
Ses03M_impro08a,Ses03M_impro08a_F,"What are you, what are you a police officer now? You know, like I'm done, I'm over it. Goodbye and I hope that you lose your job.",fru
Ses03M_impro08b,Ses03M_impro08b_F,Hello.,
Ses03M_impro08b,Ses03M_impro08b_M,Hello?,neu
Ses03M_impro08b,Ses03M_impro08b_F,Oh God I finally got...you know how long I've been waiting on line? You put on hold for like five hours. Geez.,fru
Ses03M_impro08b,Ses03M_impro08b_M,I'm sorry ma'am. What's the nature of your problem? But first can I get you to tell me your first and last name?,neu
Ses03M_impro08b,Ses03M_impro08b_F,I've already been through this five times with these people. I've been calling every single day.,fru
Ses03M_impro08b,Ses03M_impro08b_M,I know I just need to verify every time. I'm sorry.,neu
Ses03M_impro08b,Ses03M_impro08b_F,Olivia Brown.,fru
Ses03M_impro08b,Ses03M_impro08b_M,Alright Ms. Brown what's the nature of your problem?,neu
Ses03M_impro08b,Ses03M_impro08b_F,Well my phone isn't working and it hasn't been working for the last five days.,fru
Ses03M_impro08b,Ses03M_impro08b_M,Oh. I'm sorry. Um- Did you drop it in water?,neu
Ses03M_impro08b,Ses03M_impro08b_F,"Yeah, yeah, yeah you better be sorry.",ang
Ses03M_impro08b,Ses03M_impro08b_F,No I did not drop my phone in water. I'm not five years old and just dropped my phone anywhere I see it. Okay this is my business.,ang
Ses03M_impro08b,Ses03M_impro08b_F,Okay? And it [GARBAGE]. My business is failing because my phone isn't working and I don't have a land line and I really can't handle this right now.,fru
Ses03M_impro08b,Ses03M_impro08b_M,Okay.,
Ses03M_impro08b,Ses03M_impro08b_M,"Um- well it's probably easy. Can you any more symptoms either you're not receiving calls----ok, you're not receiving calls, not getting calls.",neu
Ses03M_impro08b,Ses03M_impro08b_F,"the symptoms- This [GARBAGE] a doctor's office. I'm not receiving calls...I can't receive- no, it's, it cuts me off--",fru
Ses03M_impro08b,Ses03M_impro08b_M,Is the phone turned on?,neu
Ses03M_impro08b,Ses03M_impro08b_F,Yes the phone turns on. No I mean I'm using it not turning on the phone. Of course it turns on.,fru
Ses03M_impro08b,Ses03M_impro08b_M,"Well, um- okay. Your sim card is in- didn't fall out-",neu
Ses03M_impro08b,Ses03M_impro08b_F,No- I don't have a sim card because it's Verizon and you guys don't use sim cards.,fru
Ses03M_impro08b,Ses03M_impro08b_M,Alright. Um- Well that could be the problem. cause--,neu
Ses03M_impro08b,Ses03M_impro08b_M,you might have an older phone where we would use sim cards but probably not.,neu
Ses03M_impro08b,Ses03M_impro08b_F,"Okay no. Sir, this is the deal. My phone isn't working and I don't care what the problem is but it needs to work. That's why I'm paying you guys to fix it.",fru
Ses03M_impro08b,Ses03M_impro08b_M,Okay. How about this we'll send you a brand new camera phone with palm pilot-- and-,neu
Ses03M_impro08b,Ses03M_impro08b_F,I don't know even how to use that stuff it's too complicated. I just want my flip phone to work----that's all I need,fru
Ses03M_impro08b,Ses03M_impro08b_M,"So we'll send it- And we'll give you, how about a free year's service?",neu
Ses03M_impro08b,Ses03M_impro08b_F,"Look, I am on the road all the time. Do you understand how important? I'm a woman, a single mother by herself working...what?",fru
Ses03M_impro08b,Ses03M_impro08b_M,Tell them my name. My name is Brent Backersen.,neu
Ses03M_impro08b,Ses03M_impro08b_F,"Brent Backersen, I am writing this down, Brent Backersen. Alright.",fru
Ses03M_impro08b,Ses03M_impro08b_M,Okay. Tell them my - my ID number is two one three five.,neu
Ses03M_impro08b,Ses03M_impro08b_M,"Tell them that. You can go in, get a brand new phone, they'll hook you up with service even give you a free three months--",neu
Ses03M_impro08b,Ses03M_impro08b_F,"I, I, I don't want a contract. Okay. I don't want any contracts.",fru
Ses03M_impro08b,Ses03M_impro08b_M,It will be free. No contract okay?,neu
Ses03M_impro08b,Ses03M_impro08b_F,Really? No contract?,fru
Ses03M_impro08b,Ses03M_impro08b_M,"Go in there, yeah, go in there. Tell them Brent Backersen sent you.",neu
Ses03M_impro08b,Ses03M_impro08b_F,I want the best freaking camera phone there is though. I want the really good kind--,
Ses03M_impro08b,Ses03M_impro08b_M,"the top of the line camera phone, game boy, anything you want. For free. And palm pilot.",neu
Ses03M_impro08b,Ses03M_impro08b_F,And palm pilot.,
Ses03M_impro08b,Ses03M_impro08b_F,And charger and accessories and I want a cover that's pink.,
Ses03M_impro08b,Ses03M_impro08b_M,They might only have orange.,neu
Ses03M_impro08b,Ses03M_impro08b_F,no,
Ses03M_impro08b,Ses03M_impro08b_M,"Okay. They can figure out pink for you. So go in there and just tell them that and they'll hook you up with other goodies, stuff like that free service, no contract, no nothing. Just for being a good customer",neu
Ses03M_impro08b,Ses03M_impro08b_M,and battling through with us.,neu
Ses03M_impro08b,Ses03M_impro08b_F,"Alright. Well- I guess - I guess that's okay but,",neu
Ses03M_impro08b,Ses03M_impro08b_F,you better promise me.,
Ses03M_impro08b,Ses03M_impro08b_M,Yes. You just tell them Brent Backersen sent you.,neu
Ses03M_impro08b,Ses03M_impro08b_F,Okay.,neu
Ses03M_impro08b,Ses03M_impro08b_M,Alright? Great. Have a nice evening.,neu
Ses03M_impro08b,Ses03M_impro08b_F,Alright Thanks.,neu
Ses03M_script01_1,Ses03M_script01_1_F,What's he going to say? Maybe we ought to talk to him before he sees it.,neu
Ses03M_script01_1,Ses03M_script01_1_M,He saw it.,sad
Ses03M_script01_1,Ses03M_script01_1_F,"What do you mean. He couldn't have seen it. I was the first one up, he was still in bed.",
Ses03M_script01_1,Ses03M_script01_1_M,He was out there when it happened.,sad
Ses03M_script01_1,Ses03M_script01_1_F,When?,
Ses03M_script01_1,Ses03M_script01_1_M,About four in the morning. I heard a crack and I looked out and he was standing right there when it happened.,sad
Ses03M_script01_1,Ses03M_script01_1_F,Well what was he doing out at four in the morning?,
Ses03M_script01_1,Ses03M_script01_1_M,I don't know. But after it cracked he ran back into the house and he cried in the kitchen.,sad
Ses03M_script01_1,Ses03M_script01_1_F,Did you talk to him?,sad
Ses03M_script01_1,Ses03M_script01_1_M,No. I figured the best thing to do was leave him alone.,sad
Ses03M_script01_1,Ses03M_script01_1_F,He cried hard?,sad
Ses03M_script01_1,Ses03M_script01_1_M,I could hear it right through the floor.,sad
Ses03M_script01_1,Ses03M_script01_1_F,"God, what was he doing out there anyway?",
Ses03M_script01_1,Ses03M_script01_1_F,Starting to dream about him again. He's walking around at night again.,fru
Ses03M_script01_1,Ses03M_script01_1_M,I guess he is.,sad
