scene,speaker,text,label,sentiment,label_filled
Ses04F_impro01,Ses04F_impro01_M,Ma'am you're going to have- you- look. You really- you really,fru,negative,fru
Ses04F_impro01,Ses04F_impro01_F,Look can you not just help me?,fru,negative,fru
Ses04F_impro01,Ses04F_impro01_M,I can't help you right now. Do you understand that?,,neutral,fru
Ses04F_impro01,Ses04F_impro01_F,I mean look she's -she's perfectly nice. She doesn't mind waiting for a couple of minutes because I've been here all day. I have a job to get back to. I have kids to pick up from school. I can't just stay here.,ang,negative,ang
Ses04F_impro01,Ses04F_impro01_M,Look I'm going on my lunch break right now. So you're just going to have to take this form and go to the back of the line.,,neutral,ang
Ses04F_impro01,Ses04F_impro01_F,No. No. No. No. You have to help me.,,neutral,ang
Ses04F_impro01,Ses04F_impro01_M,like I said before right now.,ang,negative,ang
Ses04F_impro01,Ses04F_impro01_F,This is your job is to help people like me who need to get a new license.,ang,negative,ang
Ses04F_impro01,Ses04F_impro01_F,That's like the whole purpose of you being here.,,neutral,ang
Ses04F_impro01,Ses04F_impro01_M,Ma'am you are testing my patience. Do you understand me?,fru,negative,fru
Ses04F_impro01,Ses04F_impro01_F,I- I- I'm testing your patience?,,neutral,ang
Ses04F_impro01,Ses04F_impro01_M,You're testing my goddamn patience.,ang,negative,ang
Ses04F_impro01,Ses04F_impro01_F,I'm testing your patience?,ang,negative,ang
Ses04F_impro01,Ses04F_impro01_M,"I work in this fucking building all day. And I'm sick of it, okay?",ang,negative,ang
Ses04F_impro01,Ses04F_impro01_F,Yeah. You have to be here all day.,,neutral,ang
Ses04F_impro01,Ses04F_impro01_F,I don't need to be. I need to go and do other things with my time. Okay.,ang,negative,ang
Ses04F_impro01,Ses04F_impro01_F,"Please just put the form in, take the picture, let me get my license and get the hell out of here. Please.",ang,negative,ang
Ses04F_impro01,Ses04F_impro01_M,I've walked away already. I'm not here anymore.,,neutral,ang
Ses04F_impro02,Ses04F_impro02_M,So you're leaving tomorrow.,sad,negative,sad
Ses04F_impro02,Ses04F_impro02_F,Yeah. They just called.,sad,negative,sad
Ses04F_impro02,Ses04F_impro02_M,This is really-this is unfair.,sad,negative,sad
Ses04F_impro02,Ses04F_impro02_F,I know.,sad,negative,sad
Ses04F_impro02,Ses04F_impro02_M,I don't see [BREATHING],fru,negative,fru
Ses04F_impro02,Ses04F_impro02_F,I don't know what to say. I don't want to go but I don't have a lot of choice.,sad,negative,sad
Ses04F_impro02,Ses04F_impro02_M,"I mean we both knew that this was going to happen. It's just that I feel that, you know, I don't want Susie growing up without a mother.",fru,negative,fru
Ses04F_impro02,Ses04F_impro02_M,"And, uh, I'm afraid that if you, you know, when you leave, you won't come back.",sad,negative,sad
Ses04F_impro02,Ses04F_impro02_F,I'm going to come back. I need you to believe that.,sad,negative,sad
Ses04F_impro02,Ses04F_impro02_M,You don't know that.,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_F,I need you to believe that too. How am I supposed to believe everything's going to be okay if you don't?,,neutral,sad
Ses04F_impro02,Ses04F_impro02_M,"I'll believe it, but- I'll believe it but it- I don't know that that's going to happen.",fru,negative,fru
Ses04F_impro02,Ses04F_impro02_F,Well you have to have faith because I don't have a choice and I have to go.,sad,negative,sad
Ses04F_impro02,Ses04F_impro02_M,You do have a choice. You don't have to go.,,neutral,sad
Ses04F_impro02,Ses04F_impro02_F,Do you think I want to leave you?,sad,negative,sad
Ses04F_impro02,Ses04F_impro02_M,You have a choice.,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_F,I have to do this. I don't want to leave. Do you think I want to miss seeing her grow up?,sad,negative,sad
Ses04F_impro02,Ses04F_impro02_M,I know. It's just you don't have to do this for a living you know.,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_M,You're a smart person. There are other things you can do.,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_F,Look we both knew what this meant when I signed on,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_F,And now- and now it's really shitty timing but now I have to go.,sad,negative,sad
Ses04F_impro02,Ses04F_impro02_F,I mean I'm the one who has to leave here. I'm the one who has to leave the two of you. At least you get to be together.,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_M,It's just not going to work out without you here.,,neutral,sad
Ses04F_impro02,Ses04F_impro02_F,What's that supposed to mean?,sad,negative,sad
Ses04F_impro02,Ses04F_impro02_M,I mean we can't-we're not a complete family without you here.,sad,negative,sad
Ses04F_impro02,Ses04F_impro02_F,Well I'll come back. What is that supposed to mean? You're not willing to wait for me to come back?,ang,negative,ang
Ses04F_impro02,Ses04F_impro02_M,Of course I'm going to wait. I just- I just don't like the idea of this happening because this isn't the last time this is going to happen. You're going to go on more tours and stuff. I just- I can't-,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_M,I can't deal with this emotionally.,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_F,What do you want me to do?,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_M,I want you to leave. I want you to leave the service.,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_F,Well I can't very well do it today. I still have to leave tomorrow.,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_M,You can do it today. You don't have to do anything. You don't have to do anything you don't want to do.,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_F,"You're not making this any easier for me, you know. I'm the one who has to go and you're really not helping.",fru,negative,fru
Ses04F_impro02,Ses04F_impro02_M,Look I'm just telling you that you don't have to go.,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_F,I do have to go. And I need to know that you're here waiting for me and that you believe that I'm coming back.,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_M,That's all I'm saying... No you don't.,ang,negative,ang
Ses04F_impro02,Ses04F_impro02_F,Thanks that helps.,ang,negative,ang
Ses04F_impro02,Ses04F_impro02_M,It's just really unfair. This is- this is bullshit.,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_F,I feel much better now.,ang,negative,ang
Ses04F_impro02,Ses04F_impro02_M,"You're acting like, you know, you're the one who's going all through, you know, all this shit and it's really- it's really not.",ang,negative,ang
Ses04F_impro02,Ses04F_impro02_F,I know I'm leaving you here with all the responsibility but at least you get to be with her.,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_M,Yeah. Of course I do because I didn't enlist in this stupid thing. Why don't you just get out now and then-,ang,negative,ang
Ses04F_impro02,Ses04F_impro02_F,I will but I can't right now.,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_M,Yes- You don't have to go. What are they going to do? Huh? Put a gun to your head?,,neutral,fru
Ses04F_impro02,Ses04F_impro02_F,You know- you know how this works. I have to go.,,neutral,fru
Ses04F_impro02,Ses04F_impro02_M,Then go. We'll be here when you get back.,fru,negative,fru
Ses04F_impro02,Ses04F_impro02_F,That's how you want to leave it?,ang,negative,ang
Ses04F_impro02,Ses04F_impro02_M,"I don't know how else to leave it. What, do you want me to lie to you?",sad,negative,sad
Ses04F_impro02,Ses04F_impro02_M,You want me tell you that I'm okay with it?,sad,negative,sad
Ses04F_impro02,Ses04F_impro02_F,I want you to be okay with it as much as you can be. I mean it's not a great situation but we don't have an option here.,sad,negative,sad
Ses04F_impro02,Ses04F_impro02_M,Well I can't be okay with it the same way you can't not go. It just doesn't work that way.,sad,negative,sad
Ses04F_impro02,Ses04F_impro02_F,Fine.,sad,negative,sad
Ses04F_impro03,Ses04F_impro03_F,I have something to tell you.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,What? You seem so excited.,neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,It's really exciting. Don't you want to guess?,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,"Uh, you got a new car, a new house. Uh, a dog.",neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,Look.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,Are you serious? You're getting married.,,neutral,exc
Ses04F_impro03,Ses04F_impro03_F,Yes. He finally proposed. I'm getting married.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,Holy shit that's amazing.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_F,I know. I'm so-,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,Congratulations.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_F,Thank you. [LAUGHTER],exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,"I'm invited, right.",exc,positive,exc
Ses04F_impro03,Ses04F_impro03_F,You think. [LAUGHTER],exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,"I'll have to, uh, I'll have to get myself a new tux. My, uh, the old one is a little worn and dirty. That's awesome. Where are you guys going to have it?",,positive,exc
Ses04F_impro03,Ses04F_impro03_F,"Well actually we were just talking about today and I don't really want to do like the traditional church thing, you know. So we are going to get married in the meadow.",exc,positive,exc
Ses04F_impro03,Ses04F_impro03_F,Do you remember up by Yosemite? Yeah.,,neutral,exc
Ses04F_impro03,Ses04F_impro03_M,"Well, that's- that's- that's beautiful. That's a beautiful place to do it.",,neutral,exc
Ses04F_impro03,Ses04F_impro03_F,We're going to get married in the middle of a meadow. [LAUGHTER],exc,positive,exc
Ses04F_impro03,Ses04F_impro03_F,"Everybody's going to come up. We're going to stay in all the pretty cabins up there and, um, everybody's going to have, you know, really flowery sort of naturey stuff.",hap,positive,hap
Ses04F_impro03,Ses04F_impro03_F,So pretty.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,That's great,,positive,exc
Ses04F_impro03,Ses04F_impro03_M,I hope- they're not like,,neutral,exc
Ses04F_impro03,Ses04F_impro03_F,Very Midsummer Night's wedding.,hap,positive,hap
Ses04F_impro03,Ses04F_impro03_M,"Right. Nice. That's great. I hope while we're up there nobody gets attacked by any, like, bears or wolves or anything.",,positive,exc
Ses04F_impro03,Ses04F_impro03_F,Thanks. Thanks a lot. You're really helping the Excitement here. I hope no one dies.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,"Well no, I am- I'm trying to be positive",,neutral,exc
Ses04F_impro03,Ses04F_impro03_M,I'm trying to be positive. I'm trying to say I hope that doesn't happen.,,neutral,exc
Ses04F_impro03,Ses04F_impro03_F,"Okey Well- well-, you know what? I was hoping that you would help",exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,We're going to be in the middle of the wilderness. These kind of things happen,,neutral,exc
Ses04F_impro03,Ses04F_impro03_F,plan everything. So then you can make sure that no one gets attacked by bears.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,Yeah. I'll help plan.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_F,Yeah?,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,Yeah.,,neutral,exc
Ses04F_impro03,Ses04F_impro03_F,Really?,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,Sure.,,neutral,exc
Ses04F_impro03,Ses04F_impro03_F,"Okay. It's going to be in, like, six months. So we don't have a really long time.",exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,"I'm thinking greens, lots of greens. Greens and browns. We're nature.",,neutral,exc
Ses04F_impro03,Ses04F_impro03_F,Okay.,,neutral,exc
Ses04F_impro03,Ses04F_impro03_F,No. No browns.,,neutral,exc
Ses04F_impro03,Ses04F_impro03_M,Why not browns?,neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,It's a wedding.,,neutral,exc
Ses04F_impro03,Ses04F_impro03_M,"It's a light brown, tanish.",neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,Blue for the sky.,,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,Come on.,,neutral,neu
Ses04F_impro03,Ses04F_impro03_M,I just think browns are really what you want to go with. I mean I think there's more contrast between brown and green than there is-,neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,who- Who's getting married though?,,neutral,neu
Ses04F_impro03,Ses04F_impro03_M,I know but you just asked me to-,neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,to help plan because I'm getting married. [LAUGHTER],,neutral,neu
Ses04F_impro03,Ses04F_impro03_M,So we're going to go greens and browns.,,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,No.,,neutral,neu
Ses04F_impro03,Ses04F_impro03_M,"Come on. Please will you do the greens and browns, just the browns for me?",fru,negative,fru
Ses04F_impro03,Ses04F_impro03_M,Just for me. Come on. I'm your best friend.,,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,It's not your wedding. You can-,,neutral,neu
Ses04F_impro03,Ses04F_impro03_M,I'm your best friend,,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,You know what? You know what?,,neutral,neu
Ses04F_impro03,Ses04F_impro03_M,Give me the browns.,,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,"You can't ruin my mood today. If you want to wear a brown tux, you go ahead and wear a brown tux",,neutral,neu
Ses04F_impro03,Ses04F_impro03_M,Okay. Fine. So green and what?,neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,but bridesmaids aren't wearing brown and I'm not wearing brown.,,neutral,neu
Ses04F_impro03,Ses04F_impro03_M,Blue?,neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,Maybe,,neutral,neu
Ses04F_impro03,Ses04F_impro03_M,"Okay, fine. Greens and blues.",neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,I like blue.,,neutral,neu
Ses04F_impro03,Ses04F_impro03_M,Greens and blues and maybe a little light yellow?,neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,That would work.,,neutral,neu
Ses04F_impro03,Ses04F_impro03_M,Yeah?,neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,"Throw in a little- little, uh, trim in yellow. Maybe some yellow flowers.",exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,"Okay. That sounds good. Um, and, uh, we're going to get like a five, uh, story cake, right?",neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,"Yeah. I hadn't actually thought about the cake yet, but",,neutral,neu
Ses04F_impro03,Ses04F_impro03_M,"I mean, you know, you're going to have at least, like, two hundred and fifty people come. So we're going to need, you know, just a huge buffet.",neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,Yes.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,"Fried chicken, mashed potatoes.",neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,See this is why you have to help.,,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,because you're going to take care of everything. You're going to think of all the details that I forget.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,Well I can't be in charge of this. I mean I got things I got to do.,neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,Well right but you can help.,,neutral,exc
Ses04F_impro03,Ses04F_impro03_M,Well this is really exciting. I mean- I just- I couldn't be happier right now.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,I'm thrilled. God.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_F,Ha ha ha.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_F,Ha ha.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,Just ecstatic. I can't believe you're my best friend,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_F,Just couldn't be any cooler.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,"You're my best friend, we're growing up and now you're getting married. that's amazing",exc,positive,exc
Ses04F_impro03,Ses04F_impro03_F,I know. I've been waiting forever. I can't believe it's finally happening.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,Wow. I just- I- I- I feel like I'm going to faint.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,I'm so- all the blood,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_F,You don't look like you're going to faint.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,"has just rushed to my head, and I, and I mean honestly.",exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,I'm getting a little weak in the knees.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_F,So- So when are you getting married Mr. Excited?,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,"You know that I've never-I- I have a long run of bad relationships but, you know, I mean, you got to work through it. It's fine.",,negative,exc
Ses04F_impro03,Ses04F_impro03_F,What about Kathy? I mean you guys have been dating for a while.,,neutral,exc
Ses04F_impro03,Ses04F_impro03_M,"Yeah, but",,neutral,exc
Ses04F_impro03,Ses04F_impro03_F,You haven't ruined it yet.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,"Yeah. I know but it's, you know, maybe we'll get married. I don't know. Should be pretty-",,neutral,exc
Ses04F_impro03,Ses04F_impro03_F,You really like,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,"I don't know. Okay. I mean gosh. There's just- look there's a lot of pressure in getting married, okay.",neu,neutral,neu
Ses04F_impro03,Ses04F_impro03_F,What? She could be just as excited as I am right now.,,positive,exc
Ses04F_impro03,Ses04F_impro03_F,You could make her that excited. You really like her. You guys have been together for a really long time now.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,"Oh, I've made her that excited.",,positive,exc
Ses04F_impro03,Ses04F_impro03_F,[LAUGHTER] That's more than I needed to know.,exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,What? You've heard me talk about it before.,,neutral,exc
Ses04F_impro03,Ses04F_impro03_F,[laughter],exc,positive,exc
Ses04F_impro03,Ses04F_impro03_M,I'm a monster in bed.,,neutral,exc
Ses04F_impro04,Ses04F_impro04_M,Hey. Get out of the way. I'm watching TV.,,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,That's helpful.,neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,I just don't think I can do this anymore. It's been a really long time and it's not like I'm not trying.,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,Well I guess you're not trying hard enough.,neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,I am try- it's been three years,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_F,and I have gone everywhere I can think of. I have given resumes. I have done interviews. I've tried to pull in favors. I've asked everybody I know for help. I don't know what else to do.,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,"Just, I don't know, maybe you're not smart enough.",neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_M,I mean I don't know just go out and keep trying. Just-,neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_M,I don't know.,neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,"Okay but I've been trying for three years. Three years and I haven't gotten a bite much less actually gotten hired, and I am smart enough. Thank you very much.",fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,"Hey. Look, I mean- you know.",neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,I'm really good at what I do. I just don't know how to make someone else see that.,ang,negative,ang
Ses04F_impro04,Ses04F_impro04_M,Look bananas don't grow overnight. Okay.,neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,What? Who says that? Bananas don't grow overnight.,ang,negative,ang
Ses04F_impro04,Ses04F_impro04_M,You need that- Time-,neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_M,"You know- You need to just- you need, I mean it takes time to get a good job. I mean-",neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,Okay. I think three years is a little excessive.,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,"look at me, like, you know. I mean, Hey, I- it took me, you know, like six years to get where I am now. I mean-",neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,"Yeah but you weren't unemployed for three years trying to find any job. I mean at this point I'm going to go drive a cab or, you know, work at the gas station or something. I don't even- I don't know what to do anymore.",ang,negative,ang
Ses04F_impro04,Ses04F_impro04_M,I don't know. I mean whatever.,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_F,Nothing I'm trying seems to work. Just-,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,Clearly.,,neutral,ang
Ses04F_impro04,Ses04F_impro04_F,Okay that's helpful. Thanks.,,neutral,fru
Ses04F_impro04,Ses04F_impro04_M,Look I'm sorry okay. It's just-,,neutral,fru
Ses04F_impro04,Ses04F_impro04_F,Clearly everything you're doing is completely wrong.,ang,negative,ang
Ses04F_impro04,Ses04F_impro04_M,"I mean, well I mean i don't know; it doesn't really affect my life, you know.",neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,Well don't you understand that this is-,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,"Yeah, I understand, but-",neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,I don't even- I mean you have to have some kind of an idea. Something you could possibly throw out there that I could maybe use.,ang,negative,ang
Ses04F_impro04,Ses04F_impro04_M,"I don't know. Well like, I don't know. I mean-",neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,I mean it's not like this is an,ang,negative,ang
Ses04F_impro04,Ses04F_impro04_F,extreme request. I want to find a job. Everybody wants to find a job. It's really not that.,ang,negative,ang
Ses04F_impro04,Ses04F_impro04_M,Clearly- cle- clearly you're doing something wrong.,neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,"Okay. Okay, Fine.",ang,negative,ang
Ses04F_impro04,Ses04F_impro04_M,"'Cause if you've been looking, you've been applying for jobs for three years. And-",neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,Okey So I'm doing something wrong. What am I doing wrong?,ang,negative,ang
Ses04F_impro04,Ses04F_impro04_F,I'm really good at what I do. I'm smart. I'm trained. I have the education. I'm talented. I cannot-,ang,negative,ang
Ses04F_impro04,Ses04F_impro04_M,Are you- I mean do you like get dressed up and everything when you go to the job interview?,neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,Well yeah I mean I like take a shower and stuff.,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,"And you like- you know, you shave your legs and everything?",neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,[LAUGHTER] Yeah. Usually.,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,"and I want- I mean you know you've got to, like, do your hair. I mean- I don't know, it's like,",neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,"Yeah, I- I make my",fru,negative,fru
Ses04F_impro04,Ses04F_impro04_F,I make myself very presentable before I go to any kind of interview.,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,"you know what I mean? You know, it's like they say presentation is, like eighty percent.",neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_M,or some- some large percent of- of success.,neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,"Uhuh. Uhuh. Yeah, yeah. Good quote.",fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,"Because I don't know I mean just, you know, just keep- keep- keep at it. Keep trying. Go-",neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,Buck-O. That's really helpful. Just keep chugging along. The little engine that could.,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,"What do you want me to? Look, Hey look if I could- Don't get all sassy.",,neutral,fru
Ses04F_impro04,Ses04F_impro04_F,Well you- just you're doing something wrong.,ang,negative,ang
Ses04F_impro04,Ses04F_impro04_M,"Look if I could give you a job,if I could give you a job I would but I mean I'm not in that position. I'm-",fru,negative,fru
Ses04F_impro04,Ses04F_impro04_F,Well maybe you could help. I mean you've got a job. I'm willing to look outside of my realm. I could try something else.,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,"Hey, I'd love to help you but I- you don't have the kind of training that I-",neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,I'll get it. I just need a job. I don't care what it is.,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,"So, go to McDonalds.",fru,negative,fru
Ses04F_impro04,Ses04F_impro04_F,Well I mean I need to make a little bit more than the minimum wage fry flipper.,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,Well you've got to start somewhere. I mean-,neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,I did start somewhere. I worked my way up. I'm not going to start at the bottom again.,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,Well you're going to have to. You don't really have an option. What's your problem?,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_F,What's my problem? What's my problem? I don't have a job.,ang,negative,ang
Ses04F_impro04,Ses04F_impro04_M,I don't know it's like I'm trying to be-,neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,I thought I was pretty clear about what the problem was.,ang,negative,ang
Ses04F_impro04,Ses04F_impro04_M,I'm trying to be helpful.,neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_M,"I'm trying to be helpful and you're just, like, coming at me with, like, attacks.",,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,Well maybe you could be a little helpful. I mean obviously you don't have any problems so would it really take so much time out of your day to just go ahead and help somebody else.,fru,negative,fru
Ses04F_impro04,Ses04F_impro04_M,I'm trying to watch TV.,neu,neutral,neu
Ses04F_impro04,Ses04F_impro04_M,I'm trying to watch TV. TV.,,neutral,neu
Ses04F_impro04,Ses04F_impro04_F,That's important. That's really important.,fru,negative,fru
Ses04F_impro05,Ses04F_impro05_M,Welcome to Northwest Airlines. How can I help you?,fru,negative,fru
Ses04F_impro05,Ses04F_impro05_F,You guys lost my bag.,fru,negative,fru
Ses04F_impro05,Ses04F_impro05_M,Did you file a complaint already?,fru,negative,fru
Ses04F_impro05,Ses04F_impro05_F,Yeah. Yeah I did.,fru,negative,fru
Ses04F_impro05,Ses04F_impro05_M,Where? Did you do it at the front desk or by the baggage claims?,fru,negative,fru
Ses04F_impro05,Ses04F_impro05_F,"I-I don't know. The place where they told me to go. Look they told me to come talk to you because you guys lost my bag. Not it's late. Not it will be here soon, lost it completely. What are you going to do about that?",fru,negative,fru
Ses04F_impro05,Ses04F_impro05_M,"Ma'am, first of all I'd like you to calm down. Second of all-",fru,negative,fru
Ses04F_impro05,Ses04F_impro05_F,Look that bag has my entire life in it and you just lost it.,fru,negative,fru
Ses04F_impro05,Ses04F_impro05_M,I understand that ma'am.,,neutral,fru
Ses04F_impro05,Ses04F_impro05_F,"Lost it just, like, I mean,",ang,negative,ang
Ses04F_impro05,Ses04F_impro05_M,"Ma'am, I understand that.",fru,negative,fru
Ses04F_impro05,Ses04F_impro05_F,it's not like it just disappeared into thin air. Somebody wasn't paying attention,ang,negative,ang
Ses04F_impro05,Ses04F_impro05_F,"because my bag was very easy to keep track of. It's got big, you know, rainbow colored crap all over it and no one was paying attention because now it's just gone.",ang,negative,ang
Ses04F_impro05,Ses04F_impro05_M,"I understand that. The best I can do for you, at this moment, is give you fifty dollar check courtesy of Northwest Airlines for inconveniencing you in losing your luggage.",fru,negative,fru
Ses04F_impro05,Ses04F_impro05_F,Wait. What?,,neutral,ang
Ses04F_impro05,Ses04F_impro05_M,"At this moment in time, all I can do for you is give you-",fru,negative,fru
Ses04F_impro05,Ses04F_impro05_F,No. No. I heard- I heard what you said.,ang,negative,ang
Ses04F_impro05,Ses04F_impro05_F,"You're kidding me, right. You're going to give me fifty dollars to completely cover my bag, everything that was in it, the inconvenience that I've gone through. I paid for my ticket. All I expect is to safely get to my destination with my stuff. Is that so much to ask? I mean I really don't think that's that big a deal to ask you guys to have my bag in the place where I leave and then put my bag where I end up.",ang,negative,ang
Ses04F_impro05,Ses04F_impro05_M,you're getting very excited right now,fru,negative,fru
Ses04F_impro05,Ses04F_impro05_F,"Yeah, well that's got everything I have in it.",ang,negative,ang
Ses04F_impro05,Ses04F_impro05_M,"I understand that, ma'am but there's not really much I can do for you right now.",fru,negative,fru
Ses04F_impro05,Ses04F_impro05_F,Look fifty dollars is unacceptable. My bag itself cost over a hundred and fifty dollars. You can't just give me fifty dollar gift certificate to Percoes or whatever the hell and then send me off like that's- that's good enough. Like that's all I needed was fifty dollars. My bag is worth more than that.,ang,negative,ang
Ses04F_impro05,Ses04F_impro05_M,What I need you to do is file another complaint form. There's a form that you can fill out over by the front desk near the baggage claim.,fru,negative,fru
Ses04F_impro05,Ses04F_impro05_M,If you'd like to take that over to the front desk- Ma'am.,fru,negative,fru
