data_split,dialogue_id,original_id,speaker,utterance,emotion
validation,dailydialog-validation-344,validation-344,user,I need to talk to you about that new driver you'Ve hired. I think I am going to have some problems working with him.,no emotion
validation,dailydialog-validation-344,validation-344,system,He seems to be quite qualified. If it is a personal problem I preferred if you would work out between yourselves.,no emotion
validation,dailydialog-validation-345,validation-345,user,I can't stand the stupid guy any longer. It' s unbelievable!,anger
validation,dailydialog-validation-345,validation-345,system,"Oh, my dear lady. Take it easy. You should forgive a green hand like him.",no emotion
validation,dailydialog-validation-345,validation-345,user,He does everything so mindlessly that he is going to drive me crazy.,anger
validation,dailydialog-validation-345,validation-345,system,I suggest you talk with him and teach him how to deal with the problems.,no emotion
validation,dailydialog-validation-345,validation-345,user,"I have told him how to do it several times, but he's never listened to me.",anger
validation,dailydialog-validation-345,validation-345,system,Maybe you should communicate with him just like a friend and not a boss.,no emotion
validation,dailydialog-validation-345,validation-345,user,"Oh, I always have difficulty in getting along with the staff.",anger
validation,dailydialog-validation-345,validation-345,system,"Just take them for your good friends and have a talk with them as we do, make sure you don't lose your temper.",no emotion
validation,dailydialog-validation-345,validation-345,user,I think that's a bad idea. I'd hate anyone here to think of me as a friend. How would they ever respect me as they can do whatever they want?,disgust
validation,dailydialog-validation-345,validation-345,system,I disagree. All you have to do is respect the staff and their opinions.,no emotion
validation,dailydialog-validation-346,validation-346,user,"hey, you look great! how's everything?",no emotion
validation,dailydialog-validation-346,validation-346,system,"yeah, you know what? I've been going to the club regularly. The training really pays off. Now I am in a good shape and I know more about how to keep fit.",no emotion
validation,dailydialog-validation-346,validation-346,user,really? tell me about it. I haven't gone to the club for a long time. I am too busy with work.,no emotion
validation,dailydialog-validation-346,validation-346,system,it's important to do proper exercises.,no emotion
validation,dailydialog-validation-346,validation-346,user,you're right. Too much or too little won't do any good.,no emotion
validation,dailydialog-validation-346,validation-346,system,"the trainer tells me, besides regular sports activities, I should also have a healthy and balanced diet.",no emotion
validation,dailydialog-validation-346,validation-346,user,sounds reasonable.,no emotion
validation,dailydialog-validation-346,validation-346,system,we should eat more vegetables instead of junk food to stay energetic.,no emotion
validation,dailydialog-validation-346,validation-346,user,and fruits!,no emotion
validation,dailydialog-validation-346,validation-346,system,surely it is. Getting enough sleep is also crucial for fitness.,no emotion
validation,dailydialog-validation-346,validation-346,user,I've heard that. Does your trainer tell you anything about keeping fit?,no emotion
validation,dailydialog-validation-346,validation-346,system,"yeah, he advises me to stay in a good mood. That can help one to keep sound physical health.",no emotion
validation,dailydialog-validation-346,validation-346,user,"I think if you follow your trainer's advice, you'll be on the right track.",no emotion
validation,dailydialog-validation-346,validation-346,system,you bet it!,no emotion
validation,dailydialog-validation-347,validation-347,user,"Staying out all night, you frightened me to death.",anger
validation,dailydialog-validation-347,validation-347,system,I stayed with my friends.,no emotion
validation,dailydialog-validation-347,validation-347,user,You should at least give me a call.,anger
validation,dailydialog-validation-347,validation-347,system,"I'm sorry, Mum.",sadness
validation,dailydialog-validation-348,validation-348,user,Did anyone call?,no emotion
validation,dailydialog-validation-348,validation-348,system,Just Mr. White.,no emotion
validation,dailydialog-validation-348,validation-348,user,What did he want?,no emotion
validation,dailydialog-validation-348,validation-348,system,He wouldn't say over the phone.,no emotion
validation,dailydialog-validation-349,validation-349,user,What kind of job do you intend to do?,no emotion
validation,dailydialog-validation-349,validation-349,system,I want to do some management job since I have three-year's work history.,no emotion
validation,dailydialog-validation-349,validation-349,user,What are your plans if you were hired?,no emotion
validation,dailydialog-validation-349,validation-349,system,I would apply my specialty and experience to my job and gradually move up to the management level in this company.,no emotion
validation,dailydialog-validation-350,validation-350,user,You stepped on my foot!,no emotion
validation,dailydialog-validation-350,validation-350,system,Sorry. I didn't mean to.,sadness
validation,dailydialog-validation-351,validation-351,user,what do you think about the public service advertisement for quiting smoking?,no emotion
validation,dailydialog-validation-351,validation-351,system,"while I think it's great that they're trying to get people to quit smoking, but I don't really care for the advertisement.",no emotion
validation,dailydialog-validation-351,validation-351,user,why not?,no emotion
validation,dailydialog-validation-351,validation-351,system,the fish hook that they use is quite disturbing!,no emotion
validation,dailydialog-validation-351,validation-351,user,it's a pun. They use the fish hook to make you think about how you can get hooked on smoking.,no emotion
validation,dailydialog-validation-351,validation-351,system,"I know, but I think it's not really appropriate for young children.",no emotion
validation,dailydialog-validation-351,validation-351,user,I think they're trying to scare the young people so that they don't ever start smoking.,no emotion
validation,dailydialog-validation-351,validation-351,system,all advertisers like to catch young people because they know the meaning of loyalty.,no emotion
validation,dailydialog-validation-351,validation-351,user,"perhaps you're right, , though. Maybe the advertisement would be more effective with adults anyhow.",no emotion
validation,dailydialog-validation-351,validation-351,system,"I have nothing against them putting the advertisements in magazines and newspapers that are read by adults, but I don't think they should have their ad on billboards where children can see them.",no emotion
validation,dailydialog-validation-351,validation-351,user,that's a good point. I think I was so delighted to see that a billboard was being used to promote health that I didn't think about how children might understand the ad.,no emotion
validation,dailydialog-validation-351,validation-351,system,"you have to give them credit, though. It's about time people started becoming more aware of the dangers of smoking.",no emotion
validation,dailydialog-validation-352,validation-352,user,Good morning. Could I speak with Mr. Willard please?,no emotion
validation,dailydialog-validation-352,validation-352,system,"This is he. Who's calling, please?",no emotion
validation,dailydialog-validation-352,validation-352,user,This is Chris Emerson speaking.,no emotion
validation,dailydialog-validation-352,validation-352,system,"Hello, Chris. How can I help you?",no emotion
validation,dailydialog-validation-353,validation-353,user,"Can you tell me the differences between a letter and a memorandum, Miss Thong?",no emotion
validation,dailydialog-validation-353,validation-353,system,Certainly. A letter must be sent out of the company and must be mailed or posted. A memorandum is a communication within an organization.,no emotion
validation,dailydialog-validation-353,validation-353,user,Should we use the layout we use for a letter when we write a memorandum?,no emotion
validation,dailydialog-validation-353,validation-353,system,"No, not necessary. Usually we have a set form which is printed. We just fill in the printed forms and send it to the person or the offices concerned in the company.",no emotion
validation,dailydialog-validation-353,validation-353,user,"Of course, let me find one for you.",no emotion
validation,dailydialog-validation-354,validation-354,user,"Hi, do you have any tickets for the show tonight?",no emotion
validation,dailydialog-validation-354,validation-354,system,"Sorry, it's all sold out.",sadness
validation,dailydialog-validation-354,validation-354,user,"Well, do you have any for tomorrow?",no emotion
validation,dailydialog-validation-354,validation-354,system,We have tickets for the matinee. It starts at 3p. m.,no emotion
validation,dailydialog-validation-354,validation-354,user,Ok. I'll take it.,no emotion
validation,dailydialog-validation-354,validation-354,system,Where would you like to sit?,no emotion
validation,dailydialog-validation-354,validation-354,user,"Do you have anything in the middle section? I want a good view, but sitting too close hurts my eyes.",no emotion
validation,dailydialog-validation-354,validation-354,system,Certainly.,happiness
validation,dailydialog-validation-355,validation-355,user,"Lily, I am terribly sorry about this. But we have to put off or cancel tomorrow's meeting.",no emotion
validation,dailydialog-validation-355,validation-355,system,Cancelled? That's just can't happen!,surprise
validation,dailydialog-validation-355,validation-355,user,"Sorry to say, but nothing can be done. The equipment broke down and can't be fixed till Friday.",no emotion
validation,dailydialog-validation-355,validation-355,system,"Oh, I hope it be fixed on Friday.",no emotion
validation,dailydialog-validation-356,validation-356,user,"Overseas operator, may I help you?",no emotion
validation,dailydialog-validation-356,validation-356,system,Yes. I would like to place a collect call.,no emotion
validation,dailydialog-validation-356,validation-356,user,Can you tell me the name and number of the person you want?,no emotion
validation,dailydialog-validation-356,validation-356,system,Terry and his number is 4562325 8.,no emotion
validation,dailydialog-validation-356,validation-356,user,Please wait a moment. It Will take a few seconds to get through.,no emotion
validation,dailydialog-validation-357,validation-357,user,Would you help me figure out what to do about the office party?,no emotion
validation,dailydialog-validation-357,validation-357,system,"I would be happy to help. What would you like me to help with, food or entertainment?",no emotion
validation,dailydialog-validation-357,validation-357,user,I would like to help you with both.,no emotion
validation,dailydialog-validation-357,validation-357,system,"That will work out fine. To make sure everything goes together, do you think this party should be casual or dressy?",no emotion
validation,dailydialog-validation-357,validation-357,user,A dressy party would be fun!,no emotion
validation,dailydialog-validation-357,validation-357,system,That will work out fine. Do you think that Chinese or Continental food would be best?,no emotion
validation,dailydialog-validation-357,validation-357,user,We should probably have both.,no emotion
validation,dailydialog-validation-357,validation-357,system,"Yes, that will work out fine. Should we hire a band or bring in a DJ?",no emotion
validation,dailydialog-validation-357,validation-357,user,Maybe we could do both!,no emotion
validation,dailydialog-validation-357,validation-357,system,Everything sounds great then! I'll meet you back here on Friday to discuss the details.,happiness
validation,dailydialog-validation-358,validation-358,user,I can't find the price tag.,no emotion
validation,dailydialog-validation-358,validation-358,system,It's right here. $ 100.,no emotion
validation,dailydialog-validation-358,validation-358,user,But I heard other stores were having great mark-downs on this item.,no emotion
validation,dailydialog-validation-358,validation-358,system,Ours are of really good quality.,no emotion
validation,dailydialog-validation-358,validation-358,user,"I see, please wrap it.",no emotion
validation,dailydialog-validation-359,validation-359,user,"Peter, how often do you exercise?",no emotion
validation,dailydialog-validation-359,validation-359,system,"Well, I swim and run every day.",no emotion
validation,dailydialog-validation-359,validation-359,user,"Now, tell me, what do you eat?",no emotion
validation,dailydialog-validation-359,validation-359,system,"Well, I don't eat any meat, but I do eat fish and eggs.",no emotion
validation,dailydialog-validation-359,validation-359,user,Do you eat a lot of vegetables?,no emotion
validation,dailydialog-validation-359,validation-359,system,"Oh yes, and fruit, I love fruit.",no emotion
validation,dailydialog-validation-359,validation-359,user,What do you drink?,no emotion
validation,dailydialog-validation-359,validation-359,system,"Well, I never drink alcohol, coffee or tea. They are very bad for you.",no emotion
validation,dailydialog-validation-359,validation-359,user,What do you drink?,no emotion
validation,dailydialog-validation-360,validation-360,user,Where can I call a taxi?,no emotion
validation,dailydialog-validation-360,validation-360,system,"There's a taxi rank over there, right outside the gate.",no emotion
validation,dailydialog-validation-361,validation-361,user,How did your company's fundraiser go?,no emotion
validation,dailydialog-validation-361,validation-361,system,"The fundraiser events went really well. We were able to partner with a few of our competitors, all in fun of course, to sponsor a marathon for the American Cancer Society. All of the people who participated it had a great time, and we were able to raise a lot of money to contribute to cancer research.",no emotion
validation,dailydialog-validation-361,validation-361,user,So how does it work? How were you able to make money with the marathon?,no emotion
validation,dailydialog-validation-361,validation-361,system,"Each of the runners that participated the marathon race paid a ten dollar entrance fee. Also, they went door to door to get sponsors who pledged a dollar per mile that participants ran. All in all we were able to raise several thousand dollars.",no emotion
validation,dailydialog-validation-361,validation-361,user,Sounds like a great deal for the American Cancer Society.,no emotion
validation,dailydialog-validation-361,validation-361,system,"In all honesty, it's also a great deal for our company. The exposure that we gained from sponsoring an invent like this was great for our image in the community. We accomplished as much as last year's advertising campaign, plus we were able to do a little fundraising for a good cause.",no emotion
validation,dailydialog-validation-362,validation-362,user,How may I help you today?,no emotion
validation,dailydialog-validation-362,validation-362,system,I need to open a second account.,no emotion
validation,dailydialog-validation-362,validation-362,user,What kind of account would you like to open?,no emotion
validation,dailydialog-validation-362,validation-362,system,I need another savings account.,no emotion
validation,dailydialog-validation-362,validation-362,user,Do you have another account with us?,no emotion
validation,dailydialog-validation-362,validation-362,system,I sure do.,no emotion
validation,dailydialog-validation-362,validation-362,user,Would you like to transfer money from that account into your new one?,no emotion
validation,dailydialog-validation-362,validation-362,system,That's fine.,no emotion
validation,dailydialog-validation-362,validation-362,user,How much would you like to transfer?,no emotion
validation,dailydialog-validation-362,validation-362,system,Transfer $100.,no emotion
validation,dailydialog-validation-362,validation-362,user,Give me a moment while I complete your transaction.,no emotion
validation,dailydialog-validation-362,validation-362,system,That's fine. Thank you.,no emotion
validation,dailydialog-validation-363,validation-363,user,How about your grades of study?,no emotion
validation,dailydialog-validation-363,validation-363,system,I have been doing quite well. As reach 90% and Bs reach 100 %. And I'Ve received Scholarship two times.,no emotion
validation,dailydialog-validation-363,validation-363,user,"Besides your major, do you know some in other fields?",no emotion
validation,dailydialog-validation-363,validation-363,system,"Yes. To develop my knowledge, I studied Economics, Business Administration and Accountingthrough self-study. Nowadays, I have passed three courses on CPA.",no emotion
validation,dailydialog-validation-363,validation-363,user,Have you ever been a student cadre?,no emotion
validation,dailydialog-validation-363,validation-363,system,Yes. I used to be the monitor of my class.,no emotion
validation,dailydialog-validation-363,validation-363,user,Did it affect you much?,no emotion
validation,dailydialog-validation-363,validation-363,system,"It's a very important experience for me. First, it improved my organizing ability, and let me understand how to resolve a problem in the overall perspective instead of my own perspective. Second, it let me know how to cooperate in harmony with people who I like or dislike.",no emotion
validation,dailydialog-validation-363,validation-363,user,"In your spare time, do you have any part time jobs?",no emotion
validation,dailydialog-validation-363,validation-363,system,"Yes, I used to work as an assistant lawyer for Tienda Law Office.",no emotion
validation,dailydialog-validation-364,validation-364,user,What kind of a car do you have?,no emotion
validation,dailydialog-validation-364,validation-364,system,An old one.,no emotion
validation,dailydialog-validation-364,validation-364,user,"I know it's old, but what make is it?",no emotion
validation,dailydialog-validation-364,validation-364,system,It's a Chevrolet. Why do you ask? You going into the car business?,surprise
validation,dailydialog-validation-364,validation-364,user,"Nothing like that. My cousin is going to take a job overseas and he can't take his car with him, so he's going to sell it - cheap. It's practically new.",no emotion
validation,dailydialog-validation-364,validation-364,system,well I have been thinking about getting a newer car. I can't afford a brand new one.,no emotion
validation,dailydialog-validation-364,validation-364,user,Would you like to look at my cousin's car?,no emotion
validation,dailydialog-validation-364,validation-364,system,Is it a four-door or a two-door?,no emotion
validation,dailydialog-validation-364,validation-364,user,It's a coupe with a vinyl roof.,no emotion
validation,dailydialog-validation-364,validation-364,system,Does it have automatic transmission? .,no emotion
validation,dailydialog-validation-364,validation-364,user,"Yes, and it also has power steering, power brakes, and air conditioning.",no emotion
validation,dailydialog-validation-364,validation-364,system,I guess I might take a look at it.,no emotion
validation,dailydialog-validation-365,validation-365,user,What is my prime responsibility in daily work?,no emotion
validation,dailydialog-validation-365,validation-365,system,Your main job is serving the clients and giving them what they want.,no emotion
validation,dailydialog-validation-365,validation-365,user,What other things do I need to know?,no emotion
validation,dailydialog-validation-365,validation-365,system,You'd spend 30% of your time on the computer. You may be bored with a job like that.,no emotion
validation,dailydialog-validation-365,validation-365,user,No problem. I am used to it.,no emotion
validation,dailydialog-validation-366,validation-366,user,Good afternoon. May I help you?,no emotion
validation,dailydialog-validation-366,validation-366,system,"Yes, I'm here to see Joanna Stevens. I have an appointment at four.",no emotion
validation,dailydialog-validation-366,validation-366,user,"Certainly, may I take your name? I'll let her know you'Ve arrived.",no emotion
validation,dailydialog-validation-366,validation-366,system,"Sure, it's Josh O'Neil.",no emotion
validation,dailydialog-validation-366,validation-366,user,Ms. Stevens will be with you momentarily. Can I offer you something to drink?,no emotion
validation,dailydialog-validation-366,validation-366,system,"Yes, a coffee would be nice, thank you.",no emotion
validation,dailydialog-validation-366,validation-366,user,"Here you are. Ms. Stevens is ready for you now. I'll show you to her office, right this way.",no emotion
validation,dailydialog-validation-367,validation-367,user,How about your interview?,no emotion
validation,dailydialog-validation-367,validation-367,system,They turned me down.,sadness
validation,dailydialog-validation-367,validation-367,user,Why? You are so excellent.,surprise
validation,dailydialog-validation-367,validation-367,system,I think the only reason is that I was too nervous during the interview and I couldn't express myself the way I wanted to.,sadness
validation,dailydialog-validation-367,validation-367,user,What a shame! You should have showed yourself to them!,sadness
validation,dailydialog-validation-367,validation-367,system,It doesn't matter. I'll try other companies.,no emotion
validation,dailydialog-validation-367,validation-367,user,I suggest you hunt for a job on the Internet.,no emotion
validation,dailydialog-validation-367,validation-367,system,On the Internet? I've never heard of it.,no emotion
validation,dailydialog-validation-367,validation-367,user,It's very convenient and it has become popular recently.,no emotion
validation,dailydialog-validation-367,validation-367,system,Is that safe?,no emotion
validation,dailydialog-validation-367,validation-367,user,"Of course, if you log on some standard websites.",no emotion
validation,dailydialog-validation-367,validation-367,system,Thank you for your advice. I'll have a try.,no emotion
validation,dailydialog-validation-368,validation-368,user,We are here.,no emotion
validation,dailydialog-validation-368,validation-368,system,OK. How much is the fare?,no emotion
validation,dailydialog-validation-368,validation-368,user,The total is 45 yuan.,no emotion
validation,dailydialog-validation-368,validation-368,system,"45 yuan? It is too much, Are you sure?",no emotion
validation,dailydialog-validation-368,validation-368,user,It is 45 yuan on the meter.,no emotion
validation,dailydialog-validation-368,validation-368,system,Is there something wrong with your meter?,no emotion
validation,dailydialog-validation-368,validation-368,user,No. I am sure about that.,no emotion
validation,dailydialog-validation-368,validation-368,system,OK. Could you give me a receipt?,no emotion
validation,dailydialog-validation-368,validation-368,user,Yes. This is your receipt.,no emotion
validation,dailydialog-validation-369,validation-369,user,Excuse me. Would you mind trading seats with me?,no emotion
validation,dailydialog-validation-369,validation-369,system,Not at all.,no emotion
validation,dailydialog-validation-369,validation-369,user,"Oh, thank you. That's very kind of you.",happiness
validation,dailydialog-validation-369,validation-369,system,You're welcome. I prefer a window seat.,no emotion
validation,dailydialog-validation-369,validation-369,user,"Oh, you do? Good. Looking out of the window sometimes scares me. So I prefer to be the man in the middle.",no emotion
validation,dailydialog-validation-370,validation-370,user,Do you plan to further your study?,no emotion
validation,dailydialog-validation-370,validation-370,system,"Yes, I have been always learning the Economics on my own. My dream is to get a master's degree in Economics.",no emotion
validation,dailydialog-validation-370,validation-370,user,"If you make every effort to the company, you will have a great chance to attend the on-the-job postgraduate. The tuition fee will be financed by our company.",no emotion
validation,dailydialog-validation-370,validation-370,system,Really? It is amazing. I will apply for a position in your company.,surprise
validation,dailydialog-validation-371,validation-371,user,"Ahem... uh, sir, I beg your pardon ... Uh, mister, are you waiting to buy a ticket for the movie?",no emotion
validation,dailydialog-validation-371,validation-371,system,"What's it look like, lady? This is the ticket line I'm standing in, isn't it?",no emotion
validation,dailydialog-validation-371,validation-371,user,"Well, yes, it is, but ...",no emotion
validation,dailydialog-validation-371,validation-371,system,"So, what's your beef anyway, lady?",no emotion
validation,dailydialog-validation-371,validation-371,user,"You just cut into line, in front of me and everyone else, that's what! Go take your place back at the end of the line, like every - one else!",anger
validation,dailydialog-validation-371,validation-371,system,"Oh sure, lady, and fat chance I'd get a ticket before they're sold out. I'm staying right here, understand? So be a nice lady and butt out!",anger
validation,dailydialog-validation-371,validation-371,user,Just what gives you the right ...?,anger
validation,dailydialog-validation-371,validation-371,system,"Because I'm no sucker; only suckers go to the end of the line. It's as simple as that, lady.",anger
validation,dailydialog-validation-371,validation-371,user,"Well, you're no gentleman, either.",no emotion
validation,dailydialog-validation-371,validation-371,system,"Okay, lady, just to show what a gentleman I really am, I'll let you go in front of me. Now, just buy your ticket and shut your trap, will you, lady?",no emotion
validation,dailydialog-validation-371,validation-371,user,Whew! I got the last one. This must be my lucky day!,anger
validation,dailydialog-validation-371,validation-371,system,"What was that you just said? Last one ...? Hey, they've closed the ticket window!",no emotion
validation,dailydialog-validation-371,validation-371,user,"Yes, I'm afraid I bought the last ticket, and to think, if you hadn't been such a gentleman. . .",no emotion
validation,dailydialog-validation-371,validation-371,system,"Lady! This is unfair! I've been cheated! I was in line before you. That should have been my ticket! Come on, hand it over, lady!",anger
validation,dailydialog-validation-371,validation-371,user,"Gentleman! Hah! Fat chance! Hah! Eat your heart out, sucker! Hah!",anger
validation,dailydialog-validation-372,validation-372,user,May I help you?,no emotion
validation,dailydialog-validation-372,validation-372,system,"Yes. Fill it up, please.",no emotion
validation,dailydialog-validation-372,validation-372,user,Premium or regular?,no emotion
validation,dailydialog-validation-372,validation-372,system,"Regular, please.",no emotion
validation,dailydialog-validation-372,validation-372,user,"Anything else, sir? Should I check the water and the oil?",no emotion
validation,dailydialog-validation-372,validation-372,system,"Yes, please.",no emotion
validation,dailydialog-validation-373,validation-373,user,"Darling, the airplane is going to take off. I have to go.",no emotion
validation,dailydialog-validation-373,validation-373,system,Take care! I will miss you so much.,sadness
validation,dailydialog-validation-374,validation-374,user,Is there anything I can do for you?,no emotion
validation,dailydialog-validation-374,validation-374,system,I haver run out of gas.,no emotion
validation,dailydialog-validation-374,validation-374,user,What kind of oil do you want?,no emotion
validation,dailydialog-validation-374,validation-374,system,"Premium, please. By the way, please don't fill it up. Two gallons will be fine.",no emotion
validation,dailydialog-validation-374,validation-374,user,No problem.,happiness
validation,dailydialog-validation-375,validation-375,user,I'm starving. Let's get something to eat.,no emotion
validation,dailydialog-validation-375,validation-375,system,Can we go somewhere nearby? I don't feel like walking too far.,no emotion
validation,dailydialog-validation-375,validation-375,user,Sure. What kind of food do you like?,happiness
validation,dailydialog-validation-375,validation-375,system,I mean the food for something spicy.,no emotion
validation,dailydialog-validation-375,validation-375,user,How about some Korean food? There's a place right there on the corner.,no emotion
validation,dailydialog-validation-375,validation-375,system,That sounds great. I love Korean food.,happiness
validation,dailydialog-validation-376,validation-376,user,"May I help you, madam?",no emotion
validation,dailydialog-validation-376,validation-376,system,Yes. I'm trying to find a pair of earrings to match my necklace. Can you recommend some to me?,no emotion
validation,dailydialog-validation-376,validation-376,user,"Yes. Your gold necklace has a diamond pendant, and your eardrops should be",no emotion
validation,dailydialog-validation-376,validation-376,system,These look wonderful. Do these come with a guarantee of quality?,no emotion
validation,dailydialog-validation-376,validation-376,user,"Of course. If there is anything wrong with them, you can come back and show me the guarantee of quality, and then you will surely get free service.",no emotion
validation,dailydialog-validation-376,validation-376,system,I'll take them.,no emotion
validation,dailydialog-validation-377,validation-377,user,I'Ve lost my purse.,no emotion
validation,dailydialog-validation-377,validation-377,system,"Oh, dear. What was in it?",surprise
validation,dailydialog-validation-377,validation-377,user,All my money.,no emotion
validation,dailydialog-validation-377,validation-377,system,Well. Go to the police station and see if it's there.,no emotion
validation,dailydialog-validation-378,validation-378,user,"Royal Hotel, can I help you?",no emotion
validation,dailydialog-validation-378,validation-378,system,"Yes. I urgently need a room for tomorrow night, and do you have any vacancies?",no emotion
validation,dailydialog-validation-378,validation-378,user,"Yes, we have. What kind of room would you like?",no emotion
validation,dailydialog-validation-378,validation-378,system,"I'd like a suite with an ocean view, please.",no emotion
validation,dailydialog-validation-378,validation-378,user,"No problem, sir.",no emotion
validation,dailydialog-validation-379,validation-379,user,"Come in, please.",no emotion
validation,dailydialog-validation-379,validation-379,system,Good morning! I am Anna Lu. I've come for an interview which was arranged.,no emotion
validation,dailydialog-validation-379,validation-379,user,"Oh, I see. I am Jack White, Personnel Manager. Take a seat, please.",no emotion
validation,dailydialog-validation-379,validation-379,system,"Glad to meet you, Mr. White.",no emotion
validation,dailydialog-validation-379,validation-379,user,"Miss Lu, have you got any experience in restaurant service?",no emotion
validation,dailydialog-validation-379,validation-379,system,"Yes. Since I entered college, I have been working at a fast food restaurant as a part-time waitress.",no emotion
validation,dailydialog-validation-379,validation-379,user,For how long?,no emotion
validation,dailydialog-validation-379,validation-379,system,3 years.,no emotion
validation,dailydialog-validation-379,validation-379,user,Our restaurant receives a lot of foreign customers. Can you serve them in English?,no emotion
validation,dailydialog-validation-379,validation-379,system,"That's why I applied for this job. Now I am studying Hotel English in my college, and I am quite familiar with the western courtesy and restaurant etiquette. I am sure my public relation skills will leave a strong impression on your customers.",no emotion
validation,dailydialog-validation-379,validation-379,user,You must know our working hours are very long and overtime work is frequent.,no emotion
validation,dailydialog-validation-379,validation-379,system,I don't mind that.,no emotion
validation,dailydialog-validation-379,validation-379,user,"I think I will give you a 3 months'trial. The salary for this period is 800 yuan a month with no bonus. After that period if we both feel satisfied, a formal contract would be signed.",no emotion
validation,dailydialog-validation-379,validation-379,system,When am I supposed to start working?,no emotion
validation,dailydialog-validation-379,validation-379,user,Next monday. Bring your resume and diploma with you.,no emotion
validation,dailydialog-validation-379,validation-379,system,"Yes, I will. Thank you, Mr. White. Goodbye!",no emotion
validation,dailydialog-validation-379,validation-379,user,Goodbye!,no emotion
validation,dailydialog-validation-380,validation-380,user,Don't tell me you're pregnant again.,no emotion
validation,dailydialog-validation-380,validation-380,system,I'm afraid so.,no emotion
validation,dailydialog-validation-381,validation-381,user,What do you think of this dress? Do you think it suits me?,no emotion
validation,dailydialog-validation-381,validation-381,system,Sure. Why don't you try it on? The fitting room is over there.,happiness
validation,dailydialog-validation-381,validation-381,user,It's just the right size-a perfect fit! Have you seen anything you like?,happiness
validation,dailydialog-validation-381,validation-381,system,"I'm thinking about buying this sweater. I know it's June now, but it will be perfect for autumn and winter.",no emotion
validation,dailydialog-validation-381,validation-381,user,"It looks too big for you, but I like the color and the material is good quality. Is it on sale?",no emotion
validation,dailydialog-validation-381,validation-381,system,"Yes, it's half price. It's supposed to be too large--that's the fashion.",no emotion
validation,dailydialog-validation-381,validation-381,user,"I might get one too, but in a different color. I prefer light blue to white 。",no emotion
validation,dailydialog-validation-381,validation-381,system,"There. It looks great, don't you think? I'm going to get these jeans as well. I need a new pair. I ‘ m also going to buy this scarf ready for winter.",happiness
validation,dailydialog-validation-381,validation-381,user,"I'm getting this beret? Doesn't it look cool? I'd like to get some jeans too, but I don't have enough cash on me.",surprise
validation,dailydialog-validation-381,validation-381,system,Don't worry. I'Ve got my credit card. You can pay me back later.,no emotion
validation,dailydialog-validation-381,validation-381,user,Thanks! Now I don't need to come back to the shop a second time.,happiness
validation,dailydialog-validation-382,validation-382,user,Good morning. Wilson Association.,no emotion
validation,dailydialog-validation-382,validation-382,system,"This is Mr Brown speaking. I'd like to speak to Mr. Thomas, please.",no emotion
validation,dailydialog-validation-382,validation-382,user,"I'm sorry, but Mr. Thomas left the office a few minutes ago.",no emotion
validation,dailydialog-validation-382,validation-382,system,"That's bad! I've been trying to call him for the last ten minutes, but your line has been busy. Will he be back soon?",sadness
validation,dailydialog-validation-382,validation-382,user,I'm afraid not. He's gone for the rest of the day.,no emotion
validation,dailydialog-validation-382,validation-382,system,Is there anywhere I can reach him?,no emotion
validation,dailydialog-validation-382,validation-382,user,I don't believe so. He's going out of town on business. May I take a message?,no emotion
validation,dailydialog-validation-382,validation-382,system,"I have a business appointment with him for tomorrow morning at ten o'clock, but I'm afraid I can't make it.",no emotion
validation,dailydialog-validation-382,validation-382,user,Would you care to make another appointment?,no emotion
validation,dailydialog-validation-382,validation-382,system,"Unfortunately, I'm leaving town rather unexpectedly, and I may be gone for several days.",no emotion
validation,dailydialog-validation-382,validation-382,user,I see. I can tell Mr. Thomas that you phoned.,no emotion
validation,dailydialog-validation-382,validation-382,system,Thank you.,no emotion
validation,dailydialog-validation-382,validation-382,user,Bye-bye.,no emotion
validation,dailydialog-validation-383,validation-383,user,I see you have bought the latest copy of “ beauty and fashion ”. Are there any interesting articles in it?,no emotion
validation,dailydialog-validation-383,validation-383,system,There's an interesting interview with a top fashion designer about the latest fashions. I enjoyed reading her thought. The “ which? ” section is very interesting this month. They tested facial cleaners. The article recommends “ all clear ” for effectiveness and price.,no emotion
validation,dailydialog-validation-383,validation-383,user,I like to take the tests that they print in this magazine.,no emotion
validation,dailydialog-validation-383,validation-383,system,Which tests do you mean?,no emotion
validation,dailydialog-validation-383,validation-383,user,You know. Tests like ” how jealous are you? ” and “ are you a fashion victim? ”,no emotion
validation,dailydialog-validation-383,validation-383,system,"Oh, I see. I like to do those tests, too, but I don't take them seriously.",no emotion
validation,dailydialog-validation-383,validation-383,user,"Of course not, but sometimes the results make you think about yourself and what you do. According to the jealousy test, I'm quite a jealous type of person. Perhaps I need to control my jealousy.",no emotion
validation,dailydialog-validation-384,validation-384,user,"Marry Wang's Office, this is Marry.",no emotion
validation,dailydialog-validation-384,validation-384,system,"Hi Marry, this is Tom.",no emotion
validation,dailydialog-validation-384,validation-384,user,How can I help you?,no emotion
validation,dailydialog-validation-384,validation-384,system,I need to see if we can get together today.,no emotion
validation,dailydialog-validation-385,validation-385,user,"Put on the helmet, please.",no emotion
validation,dailydialog-validation-385,validation-385,system,Do we need to put on the jackets too?,no emotion
validation,dailydialog-validation-385,validation-385,user,"You'd better, to protect your clothes. Now please watch your step.",no emotion
validation,dailydialog-validation-385,validation-385,system,Thank you. Is the production line fully automated?,no emotion
