scene_id,utterance_id,speakers,transcript,emotion,turn_id,predicted_sentiment
s04_e09_c06,s04_e09_c06_u009,Phoebe Buffay,"No-no, it's okay. But are we sure we don't want the waterbed?",Sad,7,neutral
s04_e09_c06,s04_e09_c06_u010,Monica Geller,Haven't we made this decision?,Joyful,8,neutral
s04_e09_c06,s04_e09_c06_u011,Phoebe Buffay,"Yeah, all right.",Scared,9,neutral
s04_e09_c06,s04_e09_c06_u012,Monica Geller,Bye!,Neutral,10,positive
s04_e09_c06,s04_e09_c06_u013,Phoebe Buffay,Bye!,Neutral,11,positive
s04_e09_c06,s04_e09_c06_u015,Monica Geller,Who is it?,Powerful,12,neutral
s04_e09_c06,s04_e09_c06_u016,Allesandro,"It's Allesandro, from Allesandro's.",Neutral,13,neutral
s04_e09_c06,s04_e09_c06_u017,Monica Geller,Oh my God.,Neutral,14,negative
s04_e09_c06,s04_e09_c06_u018,Allesandro,I want to talk to you about your review.,Powerful,15,neutral
s04_e09_c06,s04_e09_c06_u019,Monica Geller,"Oh my God, oh my God. Call me on the phone!",Powerful,16,negative
s04_e09_c06,s04_e09_c06_u020,Allesandro,Why? So you could hang up on me?,Powerful,17,negative
s04_e09_c06,s04_e09_c06_u021,Monica Geller,"Look, I-I'm never gonna let you up so you may as well just go away.",Peaceful,18,negative
s04_e09_c06,s04_e09_c06_u022,Allesandro,Just give me a chance too...,Powerful,19,negative
s04_e09_c06,s04_e09_c06_u023,Phoebe Buffay,"Hey, do you need to get in? Here you go.",Neutral,20,negative
s04_e09_c06,s04_e09_c06_u024,Monica Geller,No! Phoebe!,Neutral,21,negative
s04_e09_c06,s04_e09_c06_u025,Phoebe Buffay,"Hey, Monica!",Neutral,22,positive
s04_e09_c07,s04_e09_c07_u002,Allesandro,I want a retraction! Our food is not inedible swill!,Mad,0,negative
s04_e09_c07,s04_e09_c07_u003,Monica Geller,"I couldn't eat it! I had five friends who couldn't eat it, and one of them eats books.",Mad,1,negative
s04_e09_c07,s04_e09_c07_u004,Allesandro,Well our service is not grossly incompetent.,Mad,2,negative
s04_e09_c07,s04_e09_c07_u005,Monica Geller,The waiter carried the breadsticks in his pants!,Mad,3,negative
s04_e09_c07,s04_e09_c07_u006,Allesandro,"Well, you said that we except the Discover Card, which we do not!",Mad,4,negative
s04_e09_c07,s04_e09_c07_u007,Monica Geller,"All right, that I'll retract. But I stand by my review, I know food and that wasn't it. You're marinara sauce tasted like tomato juice! You should serve it with vodka and a piece of celery.",Powerful,5,negative
s04_e09_c07,s04_e09_c07_u008,Allesandro,"Hey! I'm proud of that sauce, it's delicious.",Powerful,6,negative
s04_e09_c07,s04_e09_c07_u009,Monica Geller,Oh my God! You own an Italian restaurant and you think that tastes good?! Where are you even from?,Mad,7,negative
s04_e09_c07,s04_e09_c07_u010,Allesandro,Lebanon.,Scared,8,neutral
s04_e09_c07,s04_e09_c07_u011,Monica Geller,"Hand me those tomatoes, I'm gonna show you what it should taste like! Come on, hand me them.",Powerful,9,negative
s04_e09_c07,s04_e09_c07_u012,Allesandro,How long is this gonna take? 'Cause I got another critic to go yell at.,Mad,10,negative
s04_e09_c09,s04_e09_c09_u002,Joey Tribbiani,Hey! What are you guys doing here? I thought you'd be out partying with Gandel-worf.,Joyful,0,positive
s04_e09_c09,s04_e09_c09_u003,Ross Geller,"It's Gandolf, and he's not coming.",Peaceful,1,neutral
s04_e09_c09,s04_e09_c09_u004,Joey Tribbiani,So you've been sittin' around here all mornin'?,Neutral,2,negative
s04_e09_c09,s04_e09_c09_u005,Ross Geller,No! I balanced my checkbook.,Peaceful,3,positive
s04_e09_c09,s04_e09_c09_u006,Chandler Bing,"Yeah, and I-I gave first names to all of the foosball players.",Powerful,4,neutral
s04_e09_c09,s04_e09_c09_u007,Ross Geller,I can't believe he didn't come!,Scared,5,negative
s04_e09_c09,s04_e09_c09_u008,Joey Tribbiani,So what if he didn't come! We can still go out and party ourselves!,Joyful,6,negative
s04_e09_c09,s04_e09_c09_u009,Chandler Bing,"Oh-no, y'know with Gandolf we'd be out all night!",Scared,7,negative
s04_e09_c09,s04_e09_c09_u010,Ross Geller,"Yeah! We'd meet, we'd meet total strangers, and hang out with them!",Powerful,8,positive
s04_e09_c09,s04_e09_c09_u011,Joey Tribbiani,"Well, we could do that!",Powerful,9,positive
s04_e09_c09,s04_e09_c09_u012,Ross Geller,There's other stuff too.,Peaceful,10,neutral
s04_e09_c09,s04_e09_c09_u013,Joey Tribbiani,"We'll do it all, and better! Look, after tonight, Gandolf will want to party with us, dude! Come on!",Peaceful,11,positive
s04_e09_c09,s04_e09_c09_u014,Ross Geller,Yeah!,Powerful,12,positive
s04_e09_c09,s04_e09_c09_u015,Joey Tribbiani,Yeah!,Powerful,13,positive
s04_e09_c09,s04_e09_c09_u016,Ross Geller,Yeah!!,Powerful,14,positive
s04_e09_c09,s04_e09_c09_u017,Joey Tribbiani,Yeah!!,Joyful,15,positive
s04_e09_c09,s04_e09_c09_u018,Ross Geller,It's not like we don't know how to party!!,Mad,16,positive
s04_e09_c09,s04_e09_c09_u019,Joey Tribbiani,Yeah! All right? Let's go!,Joyful,17,positive
s04_e09_c09,s04_e09_c09_u020,Chandler Bing,And may-maybe we could end up on a boat again?,Joyful,18,positive
s04_e09_c09,s04_e09_c09_u021,"Joey Tribbiani, Ross Geller",Yeah!!!,Peaceful,19,positive
s04_e09_c09,s04_e09_c09_u022,Chandler Bing,All right!!,Joyful,20,positive
s04_e09_c09,s04_e09_c09_u023,Ross Geller,"Hey-hey-hey, when uh, when were we on a boat?",Neutral,21,positive
s04_e09_c09,s04_e09_c09_u024,Chandler Bing,"Remember that really cold morning, you woke up and those dogs were licking your face?",Peaceful,22,positive
s04_e09_c09,s04_e09_c09_u025,Ross Geller,Yeah.,Powerful,23,neutral
s04_e09_c09,s04_e09_c09_u026,Chandler Bing,"Well, those were seals, man.",Powerful,24,positive
s04_e09_c11,s04_e09_c11_u002,Joey Tribbiani,"All right, so we'll get a little coffee, and get energized, and we'll head back out.",Neutral,0,neutral
s04_e09_c11,s04_e09_c11_u003,Chandler Bing,"Yeah, all right.",Neutral,1,neutral
s04_e09_c11,s04_e09_c11_u004,Ross Geller,Okay.,Neutral,2,neutral
s04_e09_c11,s04_e09_c11_u005,Joey Tribbiani,"So, we're having fun, right?",Neutral,3,positive
s04_e09_c11,s04_e09_c11_u006,"Chandler Bing, Ross Geller",Yeah.,Neutral,4,neutral
s04_e09_c11,s04_e09_c11_u007,Joey Tribbiani,"We don't need that wizard guy. We hit a couple of clubs, talked to some strangers, and uh, after this, we'll head down to the docks and see about that boat thing.",Scared,5,neutral
s04_e09_c11,s04_e09_c11_u008,Ross Geller,I'm kinda beat.,Neutral,6,neutral
s04_e09_c11,s04_e09_c11_u009,Chandler Bing,"Actually, me too.",Joyful,7,neutral
s04_e09_c11,s04_e09_c11_u010,Joey Tribbiani,Are you serious?!,Powerful,8,negative
s04_e09_c11,s04_e09_c11_u011,"Chandler Bing, Ross Geller",Yeah.,Neutral,9,neutral
s04_e09_c11,s04_e09_c11_u012,Joey Tribbiani,Thank God! I'm exhausted!,Peaceful,10,positive
s04_e09_c11,s04_e09_c11_u013,Gunther,So you guys want coffees?,Scared,11,neutral
s04_e09_c11,s04_e09_c11_u014,Joey Tribbiani,"Yeah, but uh, I don't want to be up too late, so uh, I'll have a decaf.",Peaceful,12,neutral
s04_e09_c11,s04_e09_c11_u015,Ross Geller,"Yeah, me too.",Peaceful,13,neutral
s04_e09_c11,s04_e09_c11_u016,Chandler Bing,"Actually, can I get some hot water with a little lemon? I think I strained my voice screaming in there. Does it have to be so loud?",Neutral,14,negative
s04_e09_c11,s04_e09_c11_u017,Joey Tribbiani,"I can't hear a word you're saying, my ears are ringing so bad.",Neutral,15,negative
s04_e09_c11,s04_e09_c11_u018,Ross Geller,"I'm just glad I brought that extra pair of socks, y'know? I used them as mittens, I didn't want to touch a thing in that last place.",Sad,16,negative
s04_e09_c11,s04_e09_c11_u020,Ross Geller,How sad are we?,Neutral,17,negative
s04_e09_c11,s04_e09_c11_u021,Joey Tribbiani,"Yeah, I know.",Joyful,18,neutral
s04_e09_c11,s04_e09_c11_u022,Chandler Bing,"Y'know what? We're not sad, we're not sad, we're just not 21 anymore. Y'know? I'm 29 years old, damnit! And I want to sit in a comfortable chair, and watch television and go to bed at a reasonable hour!",Scared,19,negative
s04_e09_c11,s04_e09_c11_u023,"Joey Tribbiani, Ross Geller",Yeah!,Neutral,20,positive
s04_e09_c11,s04_e09_c11_u024,Joey Tribbiani,Yeah! And I like to hang out in a quiet place where I can talk to my friends.,Joyful,21,negative
s04_e09_c11,s04_e09_c11_u025,"Chandler Bing, Ross Geller",Yeah!,Neutral,22,negative
s04_e09_c11,s04_e09_c11_u026,Ross Geller,"And so what if I like to go home, throw on some Kenny G, and take a bath!",Joyful,23,negative
s04_e09_c11,s04_e09_c11_u027,Joey Tribbiani,"We're 29, we're not women.",Scared,24,negative
s04_e09_c12,s04_e09_c12_u002,Monica Geller,"Ohh, here you are. Y'know, I'm-I'm glad you decided to hear me out.",Scared,0,positive
s04_e09_c12,s04_e09_c12_u003,Phoebe Buffay,"Okay, I'm hearing.",Powerful,1,neutral
s04_e09_c12,s04_e09_c12_u004,Monica Geller,"I've been doing a lot of thinking. A lot! And umm, well, I came up with a whole bunch of businesses you can do with your van. Okay umm, you could be flower delivery person.",Powerful,2,positive
s04_e09_c12,s04_e09_c12_u005,Phoebe Buffay,What?!,Joyful,3,negative
s04_e09_c12,s04_e09_c12_u006,Monica Geller,Or! A bakery delivery person.,Joyful,4,positive
s04_e09_c12,s04_e09_c12_u007,Phoebe Buffay,I wa-I wa-I wa...,Neutral,5,positive
s04_e09_c12,s04_e09_c12_u008,Monica Geller,Pizza?!,Neutral,6,positive
s04_e09_c12,s04_e09_c12_u009,Phoebe Buffay,Monica!,Neutral,7,negative
s04_e09_c12,s04_e09_c12_u010,Monica Geller,"All right, I've got a whole bunch of uh-uh, stuff in this area, but umm, I'm getting the feeling that you don't want to deliver.",Powerful,8,neutral
s04_e09_c12,s04_e09_c12_u011,Phoebe Buffay,No.,Powerful,9,neutral
s04_e09_c12,s04_e09_c12_u012,Monica Geller,"Okay. I'm guessing that if you don't want to deliver, you probably don't want to pick stuff up either.",Joyful,10,neutral
s04_e09_c12,s04_e09_c12_u013,Phoebe Buffay,No.,Joyful,11,neutral
s04_e09_c12,s04_e09_c12_u014,Monica Geller,"Y'know what, let's do the catering business.",Joyful,12,neutral
s04_e09_c12,s04_e09_c12_u015,Phoebe Buffay,Really?! Are you sure?,Scared,13,positive
s04_e09_c12,s04_e09_c12_u016,Monica Geller,"Yeah, y'know I-I made a commitment to you. Y'know what, it'd be, it'd be fun.",Scared,14,neutral
s04_e09_c12,s04_e09_c12_u017,Phoebe Buffay,"Oh! It will be fun! Ohh! Yay! Oh! Okay, ooh, let's plan the wedding reception. Wow! You really wanted me to do something with this van. Y'know what, I want you to take the chef job.",Scared,15,positive
s04_e09_c12,s04_e09_c12_u018,Monica Geller,Really?!,Powerful,16,positive
s04_e09_c12,s04_e09_c12_u019,Phoebe Buffay,"Yeah. That's what you really want. Yeah, I don't want to be the reason you're unhappy, that would just make me unhappy, and I really don't want to be the reason I'm unhappy.",Powerful,17,positive
s04_e09_c12,s04_e09_c12_u020,Monica Geller,Thank you.,Joyful,18,positive
s04_e09_c12,s04_e09_c12_u021,Phoebe Buffay,"Besides, it might be kinda fun to form the new A-Team.",Joyful,19,positive
s04_e09_c13,s04_e09_c13_u002,Rachel Green,"Oh, hi Mrs. Lynch! Is Joanna in already?",Neutral,0,positive
s04_e09_c13,s04_e09_c13_u003,Mrs. Lynch,Oh my goodness! You haven't heard!,Joyful,1,positive
s04_e09_c13,s04_e09_c13_u004,Rachel Green,Heard what?,Joyful,2,negative
s04_e09_c13,s04_e09_c13_u005,Mrs. Lynch,Joanna passed away last night.,Sad,3,negative
s04_e09_c13,s04_e09_c13_u006,Rachel Green,Oh my God! How?!,Sad,4,negative
s04_e09_c13,s04_e09_c13_u007,Mrs. Lynch,"Well, she was leaving work and she was hit by a cab.",Scared,5,negative
s04_e09_c13,s04_e09_c13_u008,Rachel Green,"Oh my God! Oh, I cannot believe it!",Sad,6,negative
s04_e09_c13,s04_e09_c13_u009,Mrs. Lynch,I know!,Powerful,7,negative
s04_e09_c13,s04_e09_c13_u010,Rachel Green,"Oh, God. Oh, God. Oh God.",Sad,8,negative
s04_e09_c13,s04_e09_c13_u011,Mrs. Lynch,I didn't realize that she was so close.,Sad,9,negative
s04_e09_c13,s04_e09_c13_u012,Rachel Green,"Yes, so close. Mrs. Lynch, I know that this is an emotional and difficult time, for all of us. But by any chance did Joanna send any paperwork your way before... it happened.",Peaceful,10,negative
s04_e09_c13,s04_e09_c13_u013,Mrs. Lynch,"No. Nothing. Imagine, if she had just stepped off that curb a few seconds later.",Sad,11,negative
s04_e09_c13,s04_e09_c13_u014,Rachel Green,"Yes-yes, just a few seconds and she'd still be with us-nothing about an assistant buyer?",Sad,12,negative
s04_e09_c13,s04_e09_c13_u015,Mrs. Lynch,"No, I'm sorry. I have to go.",Sad,13,negative
s04_e09_c13,s04_e09_c13_u016,Sophie,Good morning!,Joyful,14,positive
s04_e09_c13,s04_e09_c13_u017,Rachel Green,"Oh, Sophie, I guess you didn't hear about Joanna...",Neutral,15,negative
s04_e09_c13,s04_e09_c13_u018,Sophie,I sure did!,Joyful,16,positive
s04_e11_c01,s04_e11_c01_u002,Phoebe Buffay,Oh my God! I can't believe my little brother is married!,Powerful,0,negative
s04_e11_c01,s04_e11_c01_u003,Frank Buffay Jr.,Oh I know!!,Joyful,1,positive
s04_e11_c01,s04_e11_c01_u004,Phoebe Buffay,"You guys, why didn't you tell me you were eloping?",Scared,2,negative
s04_e11_c01,s04_e11_c01_u005,Frank Buffay Jr.,"'Cause it just sorta happened, y'know we were at the courthouse, we were having lunch...",Sad,3,positive
s04_e11_c01,s04_e11_c01_u006,Phoebe Buffay,"Wait, wait, why were you at the courthouse?",Scared,4,negative
s04_e11_c01,s04_e11_c01_u007,Frank Buffay Jr.,"We were having lunch. Yeah and then all of the sudden we were like, ""Hey! Y'know, we're here, having lunch let's get married!",Joyful,5,positive
s04_e11_c01,s04_e11_c01_u008,Phoebe Buffay,"Wow, a year and a half ago I didn't even know I had a brother, and now I have a sister too. Okay. Okay. Stop it, don't. So, I gotta get you a gift now. Is there anything you need?",Joyful,6,positive
s04_e11_c01,s04_e11_c01_u009,Frank Buffay Jr.,"Uhh, yeah.",Neutral,7,neutral
s04_e11_c01,s04_e11_c01_u010,Alice Knight,"We've been trying to get pregnant, uh pretty much ever since we got engaged, we thought we'd get a jump on things, y'know no one's getting any younger.",Joyful,8,neutral
s04_e11_c01,s04_e11_c01_u011,Frank Buffay Jr.,"See the thing is umm, we're not able to y'know, uh, conceive.",Neutral,9,neutral
s04_e11_c01,s04_e11_c01_u012,Alice Knight,"And we've tried everything, we've seen a bunch of doctors.",Neutral,10,negative
s04_e11_c01,s04_e11_c01_u013,Frank Buffay Jr.,"Yeah, and they-and they say that our-that our only chance to have a baby is that if they take my sperm, her egg and put it together in a dish and then put it into another girl. So we were wondering if you could be the girl that we could put it into.",Powerful,11,neutral
s04_e11_c01,s04_e11_c01_u014,Phoebe Buffay,That's a really nice gift. I was thinking of like a gravy boat.,Joyful,12,positive
s04_e11_c05,s04_e11_c05_u002,Phoebe Abbott,It's open! Come in!,Peaceful,0,positive
s04_e11_c05,s04_e11_c05_u003,Phoebe Buffay,Hi!,Neutral,1,positive
s04_e11_c05,s04_e11_c05_u004,Phoebe Abbott,Hi!,Joyful,2,positive
s04_e11_c05,s04_e11_c05_u005,Phoebe Buffay,"I'm sorry, I'm late.",Scared,3,negative
s04_e11_c05,s04_e11_c05_u006,Phoebe Abbott,"Oh, that's okay, it gave me time to finish glazing my nipples.",Joyful,4,neutral
s04_e11_c05,s04_e11_c05_u007,Phoebe Buffay,Wow! You really go all out when you're expecting company.,Scared,5,positive
s04_e11_c05,s04_e11_c05_u008,Phoebe Abbott,"No, I was working on my pottery.",Joyful,6,neutral
s04_e11_c05,s04_e11_c05_u009,Phoebe Buffay,"Oh! Ooh! Oh, I didn't know that you did...pot.",Scared,7,positive
s04_e11_c05,s04_e11_c05_u010,Phoebe Abbott,"Well, yeah, mostly nudes. It combines my two passions, pottery and erotica.",Powerful,8,neutral
s04_e11_c05,s04_e11_c05_u011,Phoebe Buffay,"Ooh, erotiery!",Scared,9,positive
s04_e11_c05,s04_e11_c05_u012,Phoebe Abbott,Hey! Okay! Well thanks for coming out to see me. I just-I just thought it would be a very good idea to talk about this baby stuff in person. Y'know...,Scared,10,positive
s04_e11_c05,s04_e11_c05_u013,Phoebe Buffay,Okay.,Peaceful,11,neutral
s04_e11_c05,s04_e11_c05_u014,Phoebe Abbott,"I really don't think it's a very good idea, Phoebe.",Scared,12,negative
s04_e11_c05,s04_e11_c05_u015,Phoebe Buffay,Why not?,Scared,13,neutral
s04_e11_c05,s04_e11_c05_u016,Phoebe Abbott,"Well, because you'd be giving up a baby, and I-I really don't-I don't know if there's anything I can say that could make you understand the pain of giving up a baby. So, umm,",Scared,14,negative
s04_e11_c05,s04_e11_c05_u017,Phoebe Buffay,Oh no! No-no! I understand the pain! Don't-don't hurt the puppy.,Scared,15,negative
s04_e11_c05,s04_e11_c05_u018,Phoebe Abbott,"No-no-no, the-the puppy's yours.",Scared,16,negative
s04_e11_c05,s04_e11_c05_u019,Phoebe Buffay,"Oh, I get a puppy!!",Joyful,17,positive
s04_e11_c05,s04_e11_c05_u020,Phoebe Abbott,"Well, yeah! I mean yeah, but only for three days.",Joyful,18,negative
s04_e11_c05,s04_e11_c05_u021,Phoebe Buffay,Why?,Scared,19,negative
s04_e11_c05,s04_e11_c05_u022,Phoebe Abbott,"I realise I don't have any right to start get all parenty on you and everything now, but umm, uhh... Phoebe, would you please look at me and not the puppy, it's very important.",Joyful,20,negative
s04_e11_c05,s04_e11_c05_u023,Phoebe Buffay,Okay.,Peaceful,21,negative
s04_e11_c05,s04_e11_c05_u024,Phoebe Abbott,"I mean, I know what I'm talking about. I gave up two babies, and I only wish I had someone there that had given up babies, that could tell me how terrible it is to give up babies. I just think that, it would be something you will regret every single day for the rest of your life. So, how ever hard it is to give up this puppy, it would be like a million times harder to give up a child. I really shouldn't have given you the puppy first.",Powerful,22,negative
s04_e11_c05,s04_e11_c05_u025,Phoebe Buffay,"All right, I'm sorry.",Sad,23,negative
s04_e11_c06,s04_e11_c06_u002,Joey Tribbiani,"Uhh, do you mind sitting there. I'm-I'm saving this for my friend Ross.",Neutral,0,neutral
s04_e11_c06,s04_e11_c06_u003,Tour Guide,You mean Dr. Geller?,Neutral,1,neutral
s04_e11_c06,s04_e11_c06_u004,Joey Tribbiani,Doctor? Wow! I didn't know he had a nickname.,Powerful,2,positive
s04_e11_c06,s04_e11_c06_u005,Tour Guide,"Oh, he won't sit here. Only the people in the white coats sit over there, and only the people in the blue blazers sit here.",Peaceful,3,neutral
s04_e11_c06,s04_e11_c06_u006,Joey Tribbiani,"Well, how-how come?",Powerful,4,positive
s04_e11_c06,s04_e11_c06_u007,Tour Guide,That's just the way it is.,Joyful,5,neutral
s04_e11_c06,s04_e11_c06_u008,Joey Tribbiani,That's crazy.,Joyful,6,negative
s04_e11_c06,s04_e11_c06_u009,Tour Guide,"Maybe it's crazy in a perfect world, a world without lab coats and blazers, but you not in a perfect world, you in a museum now. See that scientist in the classes, he and I used to play together all the time in grade school, but now... Peter! Hey, Peter! It's me Rhonda! From PS-129! I shared my puddin' which you man! I gave you my Snack Pack! See, he pretend he don't even here me!",Joyful,7,positive
s04_e11_c06,s04_e11_c06_u010,Joey Tribbiani,"I-I think everybody's pretending they don't hear you. Anyway, look, I don't know about you and your jackets and your separate tables, but Ross is one of my best friends, and if I save him a seat, I'm telling you, he will sit in it! Ross! Ross! Over here, man! I-I saved you seat.",Peaceful,8,positive
s04_e11_c06,s04_e11_c06_u011,Ross Geller,"That's okay, I'm cool over here. I'll catch up with you later, Joey.",Peaceful,9,neutral
s04_e11_c06,s04_e11_c06_u013,Tour Guide,"Op, this is saved. Gift shop.",Joyful,10,neutral
s04_e11_c07,s04_e11_c07_u002,Ross Geller,"Hey, uh, I'm really, really sorry about what happened in the cafeteria today.",Sad,0,negative
s04_e11_c07,s04_e11_c07_u003,Joey Tribbiani,"It's no big deal. Hey, y'know, you do what you gotta do. Right?",Powerful,1,neutral
s04_e11_c07,s04_e11_c07_u004,Ross Geller,"But hey, it's not just me, I mean the scientists and the tour guides never sit together.",Neutral,2,negative
s04_e11_c07,s04_e11_c07_u005,Joey Tribbiani,Whatever.,Mad,3,neutral
s04_e11_c07,s04_e11_c07_u006,Ross Geller,"It's like that everywhere, Joey! Okay, Mon, back me up here. Where you work the uh, waiters eat with the waiters, right? And the chefs eat with the other chefs, right?",Joyful,4,negative
s04_e11_c07,s04_e11_c07_u007,Monica Geller,I eat by myself in the alley because everybody hates me.,Sad,5,negative
s04_e11_c07,s04_e11_c07_u008,Joey Tribbiani,"Look, Ross, really it's-it's no big deal. Y'know you wear a white coat, I wear a blue blazer, if that means we can't be friends at work, then so be it. Y'know, hey I understand. Y'know? Hey, when I'm in a play and you're in the audience, I don't talk to you, right? So it's y'know, it's uh, it's cool. I'll see you tomorrow.",Peaceful,6,neutral
s04_e11_c07,s04_e11_c07_u009,Rachel Green,"Yeah, when we're in the audience he doesn't talk to us, but he does wave.",Sad,7,neutral
s04_e11_c09,s04_e11_c09_u002,Older Scientist,"Dr. Geller, there's a seat over here.",Scared,0,neutral
s04_e11_c09,s04_e11_c09_u003,Ross Geller,"Thank you, Dr. Phillips, but I'm having my lunch at this table, here in the middle. I'm having lunch right here, with my good friend Joey, if he'll sit with me.",Joyful,1,neutral
s04_e11_c09,s04_e11_c09_u004,Joey Tribbiani,I will sit with you Dr. Geller.,Powerful,2,neutral
s04_e11_c09,s04_e11_c09_u005,Ross Geller,"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch. Now, I look around this cafeteria, and y'know what I see, I see-I see division. Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!"" Now, I say we shed these-these coats that separate us, and we get to know the people underneath. I'm Ross! I'm divorced, and I have a kid!",Powerful,3,negative
s04_e11_c09,s04_e11_c09_u006,Joey Tribbiani,I'm Joey! I'm an actor! I don't know squat about dinosaurs!,Powerful,4,negative
s04_e11_c09,s04_e11_c09_u007,Another Tour Guide,"I'm Ted, and I just moved here a month ago, and New York really scares me.",Peaceful,5,negative
s04_e11_c09,s04_e11_c09_u008,Ross Geller,"All right, there you go!",Peaceful,6,positive
s04_e11_c09,s04_e11_c09_u009,Joey Tribbiani,"Yeah, you hang in there Teddy!",Joyful,7,positive
s04_e11_c09,s04_e11_c09_u010,Older Scientist,"I'm Andrew, and I didn't pay for this pear.",Powerful,8,neutral
s04_e11_c09,s04_e11_c09_u011,Ross Geller,"Okay, good-good for you.",Mad,9,neutral
s04_e11_c09,s04_e11_c09_u012,Tour Guide,"I'm Rhonda, and these aren't real!",Peaceful,10,negative
s04_e11_c09,s04_e11_c09_u013,Ross Geller,"Wow, Rhonda.",Sad,11,positive
s04_e11_c09,s04_e11_c09_u014,Another Scientist,I'm Scott.,Powerful,12,neutral
s04_e11_c09,s04_e11_c09_u015,Ross Geller,"Yeah, okay, Scott!",Peaceful,13,positive
s04_e11_c09,s04_e11_c09_u016,Another Scientist,And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,Scared,14,negative
s04_e11_c11,s04_e11_c11_u002,Monica Geller,Would you ever be a surrogate for anyone?,Neutral,0,neutral
s04_e11_c11,s04_e11_c11_u003,Rachel Green,It depends on who asked.,Neutral,1,neutral
s04_e11_c11,s04_e11_c11_u004,Monica Geller,What if I asked?,Neutral,2,neutral
s04_e11_c11,s04_e11_c11_u005,Rachel Green,"Oh, Mon, sure.",Powerful,3,neutral
s04_e11_c11,s04_e11_c11_u006,Monica Geller,Really?,Scared,4,positive
s04_e11_c11,s04_e11_c11_u007,Rachel Green,Yes. You're not asking are you?,Powerful,5,neutral
s04_e11_c11,s04_e11_c11_u008,Monica Geller,No.,Neutral,6,neutral
s04_e11_c11,s04_e11_c11_u009,Rachel Green,Yes! Totally!,Joyful,7,positive
s04_e11_c11,s04_e11_c11_u011,Kathy,Oh! Thank you! Thank you! Thank you! Yes! Thank you!,Joyful,8,positive
s04_e12_c01,s04_e12_c01_u002,Rachel Green,What the hell is that?!! What the hell is that? Is that you? Ohhhhhhh!,Mad,0,negative
s04_e12_c01,s04_e12_c01_u003,Monica Geller,"Boy, you are really not a morning person.",Neutral,1,negative
s04_e12_c01,s04_e12_c01_u004,Rachel Green,"BACK OFF!!! Get up! Get up! Get up! God damn it! Get up, get up, get up, get up, get up!!",Mad,2,negative
s04_e12_c01,s04_e12_c01_u006,Rachel Green,What is that noise?,Neutral,3,negative
s04_e12_c01,s04_e12_c01_u007,Chandler Bing,You!,Neutral,4,negative
s04_e12_c01,s04_e12_c01_u008,Joey Tribbiani,It's the chick! She's...going through some changes.,Neutral,5,negative
s04_e12_c01,s04_e12_c01_u009,Monica Geller,What kind of changes?,Neutral,6,neutral
s04_e12_c01,s04_e12_c01_u010,Chandler Bing,Well the vet seems to think that's she's becoming a rooster. We're getting a second opinion.,Neutral,7,neutral
s04_e12_c03,s04_e12_c03_u002,Dr. Zane,It looks like your uterus is ready for implantation.,Powerful,0,neutral
s04_e12_c03,s04_e12_c03_u003,Phoebe Buffay,Oh! I knew it! I knew it! I felt really thick this morning.,Joyful,1,positive
s04_e12_c03,s04_e12_c03_u004,Frank Buffay Jr.,"Well, okay, so what's now-go get, go get the eggs, put 'em in there.",Peaceful,2,neutral
s04_e12_c03,s04_e12_c03_u005,Dr. Zane,"Okay, it'll take just a little while to prepare the embryos.",Powerful,3,neutral
s04_e12_c03,s04_e12_c03_u006,Phoebe Buffay,"Embryossss? As in, ""More than one?""",Scared,4,positive
s04_e12_c03,s04_e12_c03_u007,Dr. Zane,"Um-hmm, five actually.",Powerful,5,neutral
s04_e12_c03,s04_e12_c03_u008,Phoebe Buffay,"Five? Okay, where am I giving birth, a hospital or a big box under the stairs?",Scared,6,positive
s04_e12_c03,s04_e12_c03_u009,Dr. Zane,We do five because that gives you a 25% chance that at least one will attach.,Powerful,7,neutral
s04_e12_c03,s04_e12_c03_u010,Phoebe Buffay,That's it! 25 percent? That means that's it's like 75 percent chance of no baby at all!,Scared,8,negative
s04_e12_c03,s04_e12_c03_u011,Frank Buffay Jr.,"Hey, y'know I was thinking, what are the odds like if-if, if you stuff like 200 of them in there?",Mad,9,neutral
s04_e12_c03,s04_e12_c03_u012,Alice Knight,"Sweety, now, she's a woman, not a gumball machine.",Peaceful,10,neutral
s04_e12_c03,s04_e12_c03_u013,Phoebe Buffay,"Okay, well y'know what, don't worry you guys, 'cause I'm-I'm gonna do this as many times as it takes to get it right.",Peaceful,11,neutral
s04_e12_c03,s04_e12_c03_u014,Frank Buffay Jr.,"Well, you see, the-the thing is, we-we only got, we kinda have one shot to make it right.",Peaceful,12,negative
s04_e12_c03,s04_e12_c03_u015,Alice Knight,"Umm, it costs $16,000 each time you do this. So, umm, we're kinda using all the money we have to do it just this one time.",Peaceful,13,negative
s04_e12_c03,s04_e12_c03_u016,Phoebe Buffay,"Whoa!! That-okay, that's a lot of pressure on me and my uterus. So, well okay, so is there-is maybe is there something that I can do y'know just to like help make sure I get pregnant?",Scared,14,negative
s04_e12_c03,s04_e12_c03_u017,Dr. Zane,"No, I'm sorry.",Peaceful,15,negative
s04_e12_c03,s04_e12_c03_u018,Phoebe Buffay,Wow! You guys really don't know anything!,Mad,16,negative
